Entropy,Perplexity,NumTrajs,StdReturn,AverageReturn,TotalExecTime,LossBefore,MaxReturn,ItrTime,ExplainedVariance,LossAfter,MinReturn,AveragePolicyStd,Time,MaxKL,MeanKL
2.83788,17.0795,20,616.826555849,205.0,16.75113606452942,-0.00878478,2200.0,17.128135919570923,0.326564196891,9.7321,0.0,1.0,17.128128051757812,3457.66,55.889
2.82909,16.9301,20,0.0,0.0,17.88846254348755,-0.0,0.0,18.153208255767822,1,-0.0,0.0,0.99562,35.286054849624634,0.0,0.0
2.82909,16.9301,20,0.0,0.0,17.51054859161377,-0.0,0.0,17.765808582305908,1,-0.0,0.0,0.99562,53.066184759140015,0.0,0.0
2.82909,16.9301,20,741.012820402,170.0,18.167365074157715,0.00618743,3400.0,18.31001305580139,0.0467229098776,-0.273374,0.0,0.99562,71.39690113067627,315.434,5.42683
2.83219,16.9825,20,0.0,0.0,16.1079204082489,-0.0,0.0,16.294827461242676,1,-0.0,0.0,0.997159,87.70823526382446,0.0,0.0
2.83219,16.9825,20,65.3834841531,15.0,15.962077617645264,-0.0170353,300.0,16.134319305419922,0.0586938070309,1.19598,0.0,0.997159,103.84681677818298,789.392,9.20617
2.82367,16.8385,20,261.533936612,60.0,17.16920280456543,0.00562467,1200.0,17.322465419769287,0.0866748487941,1.0405,0.0,0.992925,121.22038269042969,608.944,16.1264
