MeanKL,MaxReturn,NumTrajs,LossBefore,ItrTime,MinReturn,LossAfter,MaxKL,Time,Entropy,AveragePolicyStd,Perplexity,ExplainedVariance,AverageReturn,TotalExecTime,StdReturn
0.189967,800.0,20,-0.0227819,16.750165224075317,0.0,-0.0473348,1.47097,16.750158071517944,2.7007,0.935103,14.8902,0.865827943257,600.0,16.5908420085907,158.113883008
0.00692012,900.0,20,-0.038571,16.489728450775146,0.0,-0.0452349,0.0946408,33.24405574798584,2.67792,0.92444,14.5548,0.870810075999,725.0,16.33845615386963,181.314643645
0.0176326,800.0,20,-0.000338104,16.546048641204834,600.0,-0.00726973,0.151983,49.793097496032715,2.65863,0.915319,14.2768,0.913614288158,700.0,16.44674563407898,83.6660026534
0.026428,1100.0,20,0.00754173,16.464889764785767,600.0,0.000688404,0.228524,66.27797651290894,2.65847,0.915269,14.2744,0.913918558146,845.0,16.416770458221436,124.398553046
0.00771347,1300.0,20,0.00138231,16.162416219711304,700.0,-0.00589566,0.291856,82.44603729248047,2.66224,0.917014,14.3283,0.903551842042,890.0,16.078930854797363,144.568322948
0.00562223,1000.0,20,0.0135043,16.120691776275635,700.0,0.0108476,0.0274212,98.59505987167358,2.66293,0.917568,14.3382,0.911722731841,880.0,16.053773880004883,92.736184955
0.0568885,1300.0,20,-0.00214079,16.655755758285522,800.0,-0.0150665,0.291558,115.26482725143433,2.66968,0.920824,14.4354,0.913129268484,1010.0,16.539274215698242,130.0
