Entropy,Perplexity,StdReturn,NumTrajs,AverageReturn,MinReturn,LossAfter,LossBefore,MaxReturn,ItrTime,Time,ExplainedVariance,TotalExecTime,AveragePolicyStd,MaxKL,MeanKL
2.46264,11.7357,70.3730061885,2000,4.2,0.0,-0.0180754,-0.00143476,1900.0,86.33591961860657,86.33591294288635,0.0796330417231,86.0301661491394,0.828962,64.4708,0.0994196
2.4612,11.7189,171.697874186,2000,22.8,0.0,-0.0107527,-0.00145611,2000.0,86.16135907173157,172.4999361038208,0.286421736945,85.84530758857727,0.828379,9.35749,0.00989708
2.46047,11.7104,262.672681297,2000,44.25,0.0,-0.00167468,-0.000445798,2700.0,86.78358244895935,259.2859423160553,0.422392631165,86.4598491191864,0.828076,1.98426,0.00537647
2.46025,11.7077,303.777533732,2000,58.9,0.0,-0.00465173,-0.00283081,2600.0,88.08849859237671,347.37915658950806,0.440481212893,87.71636486053467,0.827992,5.38902,0.00444715
2.45884,11.6912,346.75956728,2000,74.45,0.0,-0.00207884,0.00266325,2700.0,87.11966156959534,434.5012707710266,0.443599757719,86.81835436820984,0.827412,7.37881,0.0108116
2.46017,11.7068,423.776403307,2000,106.6,0.0,0.0029227,0.00301742,2900.0,86.55779886245728,521.0615258216858,0.518929699711,86.24371671676636,0.827965,25.936,0.0258124
2.46168,11.7244,583.791004984,2000,194.25,0.0,-0.0104254,-0.00536772,2900.0,87.30605721473694,608.3704726696014,0.602327061105,86.94052743911743,0.828578,20.6276,0.0189431
