AveragePolicyStd,Perplexity,StdReturn,Time,MaxReturn,MeanKL,TotalExecTime,Entropy,MaxKL,ItrTime,MinReturn,NumTrajs,LossAfter,LossBefore,AverageReturn,ExplainedVariance
0.87453,13.0471,116.081867662,11.206145763397217,300.0,0.0280706,11.100478172302246,2.56857,0.23954,11.20615267753601,0.0,20,-0.00405772,0.00603345,195.0,0.658455474077
0.877163,13.1261,222.710574513,22.85157346725464,1200.0,0.0669812,11.531674861907959,2.5746,0.203077,11.634633779525757,0.0,20,0.0115407,0.036213,280.0,0.472385220219
0.884956,13.3659,560.713830755,34.29690146446228,2100.0,0.050744,11.401469707489014,2.59271,0.130638,11.439242601394653,200.0,20,0.00246678,0.0200796,440.0,0.20658973546
0.889452,13.5008,1380.43471414,45.78923058509827,5900.0,0.0999036,11.456478834152222,2.60275,0.183031,11.48656940460205,300.0,20,-0.00321888,0.0244866,2420.0,0.283266745538
0.894976,13.6671,2439.7284685,57.57469940185547,16900.0,0.196031,11.73441219329834,2.61499,0.527234,11.776784658432007,7400.0,20,-0.0700986,-0.0186039,11535.0,0.597791084531
0.890911,13.5406,1295.6079654,68.72120141983032,19400.0,0.164415,11.106921911239624,2.60569,0.450052,11.140776634216309,14200.0,20,-0.0797417,-0.0413065,17420.0,0.92829174318
0.881566,13.2638,1972.17519506,79.94383955001831,18400.0,0.197964,11.169586181640625,2.58504,0.34563,11.21189260482788,11300.0,20,-0.0664991,-0.0207505,14745.0,0.774050048921
