AveragePolicyStd,ItrTime,StdReturn,MinReturn,Entropy,MaxReturn,TotalExecTime,NumTrajs,LossBefore,Time,AverageReturn,MeanKL,Perplexity,MaxKL,ExplainedVariance,LossAfter
0.87453,12.50815725326538,3133.60814398,3800.0,2.56857,14700.0,12.407817363739014,20,0.00353943,12.50803828239441,9250.0,0.512729,13.0471,1.0724,0.376375872541,-0.0781246
0.876317,11.989074945449829,260.576284416,21000.0,2.57211,22000.0,11.869221210479736,20,0.0122338,24.504220247268677,21390.0,0.035523,13.0934,0.0941404,0.99231271599,0.00648038
0.879067,11.666348457336426,371.853465763,20400.0,2.57823,21700.0,11.638187646865845,20,-0.00534667,36.174914598464966,21235.0,0.0183261,13.1738,0.0796283,0.990747251669,-0.0125933
0.878071,11.827274084091187,292.018835009,21000.0,2.57555,22200.0,11.775112628936768,20,-0.0132552,48.01555323600769,21565.0,0.0397514,13.1386,0.0921472,0.99189720439,-0.021564
0.875079,12.064401149749756,464.65040622,19800.0,2.56892,22000.0,11.931153774261475,20,-0.00695978,60.09573435783386,21510.0,0.00455685,13.0518,0.0226951,0.989331895259,-0.0102036
0.873639,12.223031282424927,280.8469334,21100.0,2.56544,22300.0,12.163713216781616,20,-0.0282037,72.3235170841217,21675.0,0.0127602,13.0064,0.0633371,0.99305376271,-0.0344222
0.867467,11.809853315353394,320.312347561,20900.0,2.55134,22100.0,11.681806087493896,20,-0.0212723,84.15586686134338,21620.0,0.00552375,12.8243,0.0509905,0.991857443271,-0.0269911
