StdReturn,TotalExecTime,ItrTime,NumTrajs,MinReturn,LossBefore,MeanKL,LossAfter,MaxReturn,ExplainedVariance,Entropy,Time,AveragePolicyStd,Perplexity,AverageReturn,MaxKL
1445.19894824,4.167342185974121,4.2220330238342285,40,600.0,-0.022129,1.82968,-0.194146,5700.0,0.366031513774,2.4367,4.222020864486694,0.82843,11.4353,2830.0,5.28673
150.644448952,4.1135969161987305,4.1654274463653564,40,0.0,0.0334892,0.197317,0.00825283,600.0,0.0210771067335,2.41457,8.394731760025024,0.821715,11.185,92.5,0.29254
526.634360824,3.5929548740386963,3.634962320327759,40,200.0,0.0270252,1.12017,-0.132108,2200.0,0.242727416015,2.43132,12.034795761108398,0.82897,11.3739,962.5,1.74859
710.94567303,3.483393907546997,3.5457894802093506,40,4400.0,-0.0645474,0.459548,-0.143737,7200.0,0.896471057876,2.44483,15.585880041122437,0.836458,11.5286,6042.5,0.940748
846.15305944,3.4776763916015625,3.5077831745147705,40,1200.0,-0.0112583,1.67199,-0.25314,5200.0,0.672345902706,2.41256,19.10258197784424,0.822337,11.1625,3455.0,2.48121
872.582374335,3.827777147293091,3.867084503173828,40,300.0,0.0306807,0.872192,-0.145452,4400.0,0.406861176235,2.40693,22.974663972854614,0.821334,11.0998,2160.0,2.60309
1013.90334845,3.8921356201171875,3.921274185180664,40,1400.0,0.0260784,1.2344,-0.144363,5600.0,0.659387975067,2.42227,26.90226459503174,0.828992,11.2714,3850.0,1.7522
