Entropy,NumTrajs,StdReturn,MinReturn,MaxReturn,MeanKL,TotalExecTime,MaxKL,Time,AverageReturn,ExplainedVariance,AveragePolicyStd,Perplexity,LossAfter,LossBefore,ItrTime
2.7007,20,0.0,0.0,0.0,0.0,18.923479557037354,0.0,19.040738821029663,0.0,1,0.935103,14.8902,-0.0,-0.0,19.040745735168457
2.7007,20,0.0,0.0,0.0,0.0,19.51823401451111,0.0,38.74412989616394,0.0,1,0.935103,14.8902,-0.0,-0.0,19.69997239112854
2.7007,20,0.0,0.0,0.0,0.0,19.023716926574707,0.0,58.01749086380005,0.0,1,0.935103,14.8902,-0.0,-0.0,19.26966428756714
2.7007,20,0.0,0.0,0.0,0.0,19.865959405899048,0.0,77.95804190635681,0.0,1,0.935103,14.8902,-0.0,-0.0,19.931955814361572
2.7007,20,0.0,0.0,0.0,0.0,19.48046326637268,0.0,97.48400354385376,0.0,1,0.935103,14.8902,-0.0,-0.0,19.52034568786621
2.7007,20,0.0,0.0,0.0,0.0,19.191399812698364,0.0,116.76462984085083,0.0,1,0.935103,14.8902,-0.0,-0.0,19.273678302764893
2.7007,20,0.0,0.0,0.0,0.0,19.77066469192505,0.0,136.7287883758545,0.0,1,0.935103,14.8902,-0.0,-0.0,19.948692798614502
