Entropy,TotalExecTime,MinReturn,ItrTime,StdReturn,LossBefore,AveragePolicyStd,MaxReturn,ExplainedVariance,Time,AverageReturn,NumTrajs,MeanKL,LossAfter,MaxKL,Perplexity
2.7007,9.783150911331177,0.0,9.880602836608887,0.0,-0.0,0.935103,0.0,1,9.880598783493042,0.0,20,0.0,-0.0,0.0,14.8902
2.7007,9.66990613937378,0.0,9.724706172943115,0.0,-0.0,0.935103,0.0,1,19.609580278396606,0.0,20,0.0,-0.0,0.0,14.8902
2.7007,9.546810388565063,0.0,9.599445104598999,0.0,-0.0,0.935103,0.0,1,29.218353271484375,0.0,20,0.0,-0.0,0.0,14.8902
2.7007,9.322615146636963,0.0,9.387352705001831,0.0,-0.0,0.935103,0.0,1,38.6214325428009,0.0,20,0.0,-0.0,0.0,14.8902
2.7007,8.943860292434692,0.0,8.986984968185425,0.0,-0.0,0.935103,0.0,1,47.62151050567627,0.0,20,0.0,-0.0,0.0,14.8902
2.7007,8.37280797958374,0.0,8.412720203399658,0.0,-0.0,0.935103,0.0,1,56.04477596282959,0.0,20,0.0,-0.0,0.0,14.8902
2.7007,8.289532899856567,0.0,8.368143320083618,0.0,-0.0,0.935103,0.0,1,64.41861057281494,0.0,20,0.0,-0.0,0.0,14.8902
