MaxReturn,ExplainedVariance,LossAfter,MinReturn,MeanKL,LossBefore,TotalExecTime,ItrTime,Perplexity,MaxKL,Time,NumTrajs,AverageReturn,Entropy,AveragePolicyStd,StdReturn
15600.0,0.323525861091,-0.0225122,2000.0,0.145654,0.00877114,7.02460503578186,7.081782341003418,14.7277,0.246351,7.0817790031433105,20,7270.0,2.68973,0.929406,3397.95526751
15300.0,0.500416749117,-0.0377293,3400.0,0.0395839,-0.0178112,6.270848989486694,6.35762095451355,14.8575,0.0747131,13.44234848022461,20,10080.0,2.6985,0.933234,3116.98572342
18400.0,0.588284535887,-0.0329441,5100.0,0.0177171,-0.0236503,6.242727279663086,6.28071928024292,14.7257,0.03041,19.726788759231567,20,13000.0,2.6896,0.928971,3321.29492819
18800.0,0.724375411115,-0.0320642,8600.0,0.00127524,-0.0289691,6.23558497428894,6.308354139328003,14.5526,0.0075578,26.040122270584106,20,14945.0,2.67777,0.923514,3014.3780453
17500.0,0.700432534291,0.00920092,0.0,0.00161762,0.010345,6.310051202774048,6.339179992675781,14.3433,0.00335611,32.39029240608215,20,14170.0,2.66329,0.916741,3657.06166205
18400.0,0.638948652998,-0.0194284,0.0,0.0109389,-0.0139678,6.436310529708862,6.471242666244507,14.4177,0.0222388,38.87473511695862,20,13595.0,2.66846,0.919134,5092.29565128
18800.0,0.623969177602,-0.0133101,0.0,0.0112728,-0.00746308,6.040412187576294,6.116958379745483,14.3174,0.0184797,44.995346784591675,20,12700.0,2.66147,0.915815,6576.92937472
