AveragePolicyStd,Perplexity,LossAfter,LossBefore,Entropy,TotalExecTime,MaxKL,ExplainedVariance,MeanKL,MaxReturn,MinReturn,ItrTime,Time,NumTrajs,AverageReturn,StdReturn
0.92455,14.5788,-0.0,-0.0,2.67957,9.31114649772644,0.0,1,0.0,0.0,0.0,9.39828610420227,9.39828085899353,20,0.0,0.0
0.92455,14.5788,-0.0,-0.0,2.67957,8.549376726150513,0.0,1,0.0,0.0,0.0,8.610459089279175,18.012155294418335,20,0.0,0.0
0.92455,14.5788,-0.0,-0.0,2.67957,8.533536672592163,0.0,1,0.0,0.0,0.0,8.569411039352417,26.60700535774231,20,0.0,0.0
0.92455,14.5788,-0.0,-0.0,2.67957,8.294153928756714,0.0,1,0.0,0.0,0.0,8.360446453094482,34.97424530982971,20,0.0,0.0
0.92455,14.5788,-0.0,-0.0,2.67957,8.569404125213623,0.0,1,0.0,0.0,0.0,8.625973224639893,43.60390591621399,20,0.0,0.0
0.92455,14.5788,-0.0,-0.0,2.67957,8.819121360778809,0.0,1,0.0,0.0,0.0,8.856091737747192,52.465818643569946,20,0.0,0.0
0.92455,14.5788,-0.0,-0.0,2.67957,8.830139875411987,0.0,1,0.0,0.0,0.0,8.876265525817871,61.34634327888489,20,0.0,0.0
