Entropy,Time,AverageReturn,MeanKL,AveragePolicyStd,LossBefore,MinReturn,ExplainedVariance,StdReturn,MaxReturn,MaxKL,NumTrajs,Perplexity,TotalExecTime,LossAfter,ItrTime
2.83651,16.423683881759644,80.0,0.406545,0.999438,0.0113137,0.0,0.141248284007,348.711915483,1600.0,34.6481,20,17.0561,16.149402379989624,-0.0482311,16.423691987991333
2.84782,33.16917037963867,0.0,0.0,1.00502,-0.0,0.0,1,0.0,0.0,0.0,20,17.2502,16.48341965675354,-0.0,16.723886013031006
2.84782,50.86767911911011,10.0,0.000133264,1.00502,0.00154366,0.0,0.0278114739069,43.5889894354,200.0,0.006608,20,17.2502,17.49566912651062,0.000989944,17.686055421829224
2.8486,66.80577158927917,5.0,0.0147319,1.00539,-0.00819966,0.0,0.0525506606314,21.7944947177,100.0,3.49211,20,17.2635,15.672152996063232,-0.00758888,15.9157075881958
2.8445,82.34409236907959,0.0,0.0,1.00333,-0.0,0.0,1,0.0,0.0,0.0,20,17.1929,15.430014371871948,-0.0,15.511025667190552
2.8445,100.64727973937988,0.0,0.0,1.00333,-0.0,0.0,1,0.0,0.0,0.0,20,17.1929,18.073407649993896,-0.0,18.282800674438477
2.8445,119.41251516342163,0.0,0.0,1.00333,-0.0,0.0,1,0.0,0.0,0.0,20,17.1929,18.532907485961914,-0.0,18.74418807029724
