0AveragePolicyStd,0ProcessExecTime,1Perplexity,LossBefore,1StdReturn,dLoss,1ProcessExecTime,0NumTrajs,0MaxReturn,1Entropy,0EnvExecTime,1MinReturn,0ExplainedVariance,0StdReturn,1AverageReturn,1AveragePolicyStd,LossAfter,Time,0Perplexity,MeanKL,ItrTime,1PolicyExecTime,0PolicyExecTime,0MinReturn,0AverageReturn,1NumTrajs,1MaxReturn,ComputeUpdatedDistTime,0Entropy,MeanKLBefore,1ExplainedVariance,1EnvExecTime
0.891674,0.02270364761352539,13.5263,-2.38651409745e-09,1028.105053,0.00888619519537,0.018663406372070312,40,2300.0,2.60463,0.49930429458618164,0.0,0.130956124955,705.177282674,550.0,0.891269,-0.00888619758189,153.3200969696045,13.5328,0.00966531969607,3.230320692062378,1.088341236114502,0.5871672630310059,0.0,365.0,40,2800.0,0.07787895202636719,2.60512,0.0,0.242498427088,0.45432448387145996
0.894441,0.02232074737548828,13.2974,6.51925802231e-09,916.51172933,0.010094740428,0.02234482765197754,40,2400.0,2.58757,0.4894859790802002,0.0,0.123509287999,783.007024234,472.5,0.883862,-0.0100947339088,156.86440014839172,13.6225,0.0095972251147,3.3173859119415283,1.1321043968200684,0.545196533203125,0.0,430.0,40,2700.0,0.11881351470947266,2.61172,0.0,0.230243064494,0.5138521194458008
0.897631,0.021222591400146484,13.7186,0.0,0.0,0.0,0.02076554298400879,40,0.0,2.61875,0.48937296867370605,0.0,1,0.0,0.0,0.897631,0.0,160.83664965629578,13.7186,0.0,3.7444849014282227,1.102430820465088,0.7421071529388428,0.0,0.0,40,0.0,0.2874476909637451,2.61875,0.0,1,0.4759328365325928
0.897631,0.020475387573242188,13.7361,-5.58793544769e-09,1045.22724802,0.0104787983,0.019443035125732422,40,2400.0,2.62002,0.47212648391723633,0.0,0.394992393617,793.469438605,600.0,0.898074,-0.010478803888,164.21621298789978,13.7186,0.00768787087873,3.180326461791992,1.1353302001953125,0.5065822601318359,0.0,412.5,40,2700.0,0.08198332786560059,2.61875,1.86264537128e-09,0.261258556919,0.4612760543823242
0.89441,0.02147388458251953,13.0966,9.31322574615e-10,1218.29542805,0.0151251917705,0.021136045455932617,40,2500.0,2.57235,0.4703531265258789,0.0,0.171967290193,897.983852862,1197.5,0.87688,-0.0151251908392,167.73133730888367,13.6266,0.00893070735037,3.200373649597168,1.1242344379425049,0.49491024017333984,0.0,775.0,40,2700.0,0.10634469985961914,2.61202,0.0,0.302275085585,0.49023890495300293
0.899175,0.0224151611328125,13.3781,-4.65661287308e-10,1132.43101335,0.0148403611965,0.02019524574279785,40,2400.0,2.59362,0.49776196479797363,0.0,0.180552400672,984.12397593,1060.0,0.886432,-0.0148403616622,171.8105595111847,13.7544,0.00731769716367,3.8737683296203613,1.703014612197876,0.60256028175354,0.0,950.0,40,2900.0,0.09092020988464355,2.62136,0.0,0.321718037917,0.4854710102081299
0.892589,0.022230148315429688,13.5506,0.0,0.0,0.0,0.019225120544433594,40,0.0,2.60643,0.4762535095214844,0.0,1,0.0,0.0,0.892589,0.0,175.54423999786377,13.5506,0.0,3.531480073928833,1.0661101341247559,0.7646286487579346,0.0,0.0,40,0.0,0.10097956657409668,2.60643,0.0,1,0.45604705810546875
0.892589,0.02138066291809082,13.523,4.65661287308e-10,996.042167782,0.0109579595737,0.020696163177490234,40,2200.0,2.60439,0.47738218307495117,0.0,0.232545444174,822.401209873,570.0,0.891459,-0.0109579591081,178.8930685520172,13.5506,0.00935646239668,3.150423526763916,1.0800855159759521,0.49684858322143555,0.0,462.5,40,2600.0,0.1094207763671875,2.60643,0.0,0.286199142692,0.491138219833374
0.88343,0.0221865177154541,13.3767,-9.31322574615e-10,1161.72285852,0.00907409470528,0.020354509353637695,40,2600.0,2.59351,0.49870729446411133,0.0,0.0763219485839,776.172500157,670.0,0.886611,-0.00907409563661,182.41199016571045,13.2744,0.00783078558743,3.31386661529541,1.154695987701416,0.5527117252349854,0.0,417.5,40,2800.0,0.10891032218933105,2.58584,0.0,0.316307367167,0.4887430667877197
0.881363,0.021657705307006836,13.1926,0.0,0.0,0.0,0.019835233688354492,40,0.0,2.57965,0.4505150318145752,0.0,1,0.0,0.0,0.881363,0.0,186.50652837753296,13.1926,0.0,3.905242443084717,1.74638032913208,0.4879467487335205,0.0,0.0,40,0.0,0.09993720054626465,2.57965,0.0,1,0.4933326244354248
0.881363,0.023225784301757812,13.1926,0.0,0.0,0.0,0.019936084747314453,40,0.0,2.57965,0.5091047286987305,0.0,1,0.0,0.0,0.881363,0.0,190.29079508781433,13.1926,0.0,3.5263257026672363,1.0763545036315918,0.749133825302124,0.0,0.0,40,0.0,0.10213589668273926,2.57965,0.0,1,0.4718508720397949
0.881363,0.0222475528717041,13.2714,-4.42378222942e-09,1104.66058136,0.00743819843046,0.019628286361694336,40,2700.0,2.58561,0.4928569793701172,0.0,0.121868374662,841.928589608,635.0,0.88428,-0.00743820285425,193.7989592552185,13.1926,0.0064070308581,3.289501428604126,1.0920488834381104,0.5308468341827393,0.0,462.5,40,2800.0,0.09144783020019531,2.57965,9.31322685638e-10,0.297788532874,0.46959614753723145
0.884216,0.020771026611328125,12.9252,6.053596735e-09,1050.60696742,0.00678806426004,0.020473718643188477,40,2100.0,2.55918,0.4722568988800049,0.0,0.0311906175933,715.5417528,565.0,0.873303,-0.00678805820644,197.3284420967102,13.2597,0.00784850213677,3.2982773780822754,1.1527211666107178,0.5250246524810791,0.0,350.0,40,2700.0,0.10805058479309082,2.58473,-1.86264537128e-09,0.234192640218,0.4849410057067871
0.88423,0.021643877029418945,13.0707,4.65661287308e-09,884.745726184,0.00620435597375,0.019828081130981445,40,2300.0,2.57037,0.48097777366638184,0.0,0.0629888641971,803.70625853,435.0,0.87844,-0.00620435131714,201.26301622390747,13.2579,0.00673116743565,3.446876287460327,1.1032359600067139,0.5208630561828613,0.0,442.5,40,2500.0,0.10217738151550293,2.58459,0.0,0.163093201952,0.4814474582672119
0.89188,0.021218061447143555,13.2881,3.72529029846e-09,357.342622703,0.00717084016651,0.021847009658813477,40,2500.0,2.58687,0.4943265914916992,0.0,0.127296535903,908.62189606,92.5,0.885747,-0.00717083644122,204.75859332084656,13.4734,0.00755754765123,3.2902469635009766,1.1735520362854004,0.5205965042114258,0.0,512.5,40,1800.0,0.08106780052185059,2.60072,0.0,0.148755020348,0.4820842742919922
0.894386,0.02230548858642578,13.4126,1.86264514923e-09,1100.08806466,0.0122005082667,0.020594358444213867,40,2500.0,2.59619,0.49265122413635254,0.0,0.114988324856,847.256602217,632.5,0.889416,-0.012200506404,208.9810221195221,13.5526,0.00709095038474,4.022935628890991,1.875352144241333,0.5616176128387451,0.0,462.5,40,2700.0,0.09970688819885254,2.60658,0.0,0.291372554032,0.47928786277770996
0.897758,0.025840044021606445,13.5826,-1.86264514923e-09,1036.3125735,0.0101784002036,0.021082639694213867,40,2500.0,2.60879,0.5255885124206543,0.0,0.232020551411,876.181345385,582.5,0.895818,-0.0101784020662,212.59151315689087,13.6444,0.00717654637992,3.3975188732147217,1.1138360500335693,0.5979955196380615,0.0,492.5,40,2800.0,0.10756063461303711,2.61333,4.65661342819e-10,0.192766218565,0.4697432518005371
0.906281,0.023049592971801758,13.8906,0.0,0.0,0.0,0.02222132682800293,40,0.0,2.63121,0.4900064468383789,0.0,1,0.0,0.0,0.906281,0.0,216.5386815071106,13.8906,0.0,3.711683988571167,1.3720035552978516,0.5298964977264404,0.0,0.0,40,0.0,0.10016894340515137,2.63121,0.0,1,0.5117447376251221
0.906281,0.022746562957763672,13.6185,-5.12227416039e-09,1199.35138721,0.0125666433014,0.021934032440185547,40,2600.0,2.61143,0.4916715621948242,0.0,0.145344487477,1058.98241251,1117.5,0.896065,-0.0125666484237,220.16238522529602,13.8906,0.00653116637841,3.424377202987671,1.2040643692016602,0.5323469638824463,0.0,982.5,40,2800.0,0.10333466529846191,2.63121,0.0,0.231367331978,0.5167491436004639
0.908108,0.02193427085876465,14.0498,1.97906047106e-09,1139.93146724,0.00916740309913,0.02121281623840332,40,2700.0,2.64261,0.4606800079345703,0.0,0.153494043315,931.128347759,657.5,0.909933,-0.00916740112007,223.72597980499268,13.9699,0.00753492163494,3.3441710472106934,1.2378027439117432,0.49711012840270996,0.0,500.0,40,2800.0,0.12306427955627441,2.6369,0.0,0.288536819179,0.49662160873413086
0.901318,0.025092363357543945,13.6446,2.32830643654e-09,1079.69613781,0.0148655106314,0.02018260955810547,40,2500.0,2.61334,0.4844057559967041,0.0,0.078496824414,845.207075219,622.5,0.897228,-0.014865508303,227.16406297683716,13.7639,0.00899238232523,3.2309789657592773,1.078235149383545,0.5533275604248047,0.0,475.0,40,2700.0,0.08487129211425781,2.62205,0.0,0.364998532157,0.48497796058654785
0.902222,0.023473262786865234,13.421,-2.79396772385e-09,1118.69343432,0.00896895956248,0.01983189582824707,40,2600.0,2.59682,0.4877462387084961,0.0,0.0887803218305,909.227006858,645.0,0.890668,-0.00896896235645,230.7832546234131,13.7536,0.00713471975178,3.4205074310302734,1.31862473487854,0.524651288986206,0.0,507.5,40,2700.0,0.08059263229370117,2.6213,0.0,0.212755351178,0.48802995681762695
0.904104,0.022008895874023438,13.6432,-3.72529029846e-09,922.493224907,0.0118003413081,0.02245807647705078,40,2500.0,2.61324,0.4836418628692627,0.0,0.0999389291376,875.039284832,527.5,0.897492,-0.0118003450334,234.28256011009216,13.8228,0.00802925508469,3.299553155899048,1.1550886631011963,0.5831642150878906,0.0,492.5,40,2500.0,0.08232903480529785,2.62632,3.72529074255e-09,0.237749623387,0.49378395080566406
