AverageReturn,Entropy,Perplexity,MaxReturn,ItrTime,Time,AveragePolicyStd,MeanKL,LossBefore,StdReturn,LossAfter,TotalExecTime,NumTrajs,MaxKL,MinReturn,ExplainedVariance
55.0,2.83651,17.0561,1100.0,17.997313976287842,17.997304677963257,0.999438,0.00535148,-0.00727966,239.739441895,-0.0082639,17.67631959915161,20,0.534721,0.0,0.0694043525046
90.0,2.82923,16.9324,1500.0,17.986921310424805,35.999778032302856,0.995848,0.0370316,-0.000823624,330.0,-0.00104154,17.885365962982178,20,5.03492,0.0,0.0829641627823
5.0,2.82882,16.9255,100.0,15.715630292892456,51.732075929641724,0.995569,0.000207946,-0.00010819,21.7944947177,-0.000894353,15.532744884490967,20,0.00364564,0.0,0.0393572293767
30.0,2.82877,16.9246,300.0,16.63890314102173,68.40407228469849,0.995514,0.0729546,-0.00374283,78.1024967591,0.000678062,16.458375215530396,20,11.647,0.0,0.0393293293582
10.0,2.82689,16.8929,100.0,16.717692613601685,85.15312814712524,0.994551,0.349644,0.0145476,30.0,0.0511077,16.627912044525146,20,44.625,0.0,0.0286010653157
90.0,2.83417,17.0162,1800.0,16.59955406188965,101.76735401153564,0.998188,0.00983483,-0.031342,392.300904919,-0.0328856,16.399356603622437,20,1.49537,0.0,0.120052377586
45.0,2.8185,16.7516,400.0,16.640257596969604,118.41895461082458,0.990384,0.000507164,0.00267904,102.347447452,0.00170242,16.379003763198853,20,0.0411241,0.0,0.0530149162591
