StdReturn,LossBefore,NumTrajs,ItrTime,TotalExecTime,MaxReturn,MinReturn,AveragePolicyStd,Perplexity,AverageReturn,LossAfter,ExplainedVariance,MaxKL,Time,Entropy,MeanKL
502.891638427,-0.0166317,40,6.299607038497925,6.243801593780518,2400.0,400.0,0.805297,11.0609,1210.0,-0.131181,0.408243085163,11.0731,6.299600839614868,2.40341,0.72038
1482.38827572,0.0226342,40,4.766533136367798,4.719514608383179,6500.0,0.0,0.798749,10.8784,4345.0,-0.00454861,0.678384830874,1.07881,11.069178104400635,2.38678,0.0456281
930.470311187,-0.0598901,40,5.052238941192627,5.000119924545288,7700.0,3500.0,0.803106,11.0022,5615.0,-0.115422,0.851797284702,3.16648,16.127720594406128,2.3981,0.135128
1013.03689469,-0.0200773,40,4.817030668258667,4.778758764266968,7500.0,3100.0,0.791202,10.6776,5477.5,-0.0826956,0.842743365424,4.36227,20.954062700271606,2.36815,0.228995
740.265999489,-0.0517452,40,4.671829700469971,4.633831024169922,7200.0,4400.0,0.787096,10.571,5872.5,-0.100197,0.878867625634,3.30166,25.63093876838684,2.35811,0.175119
1149.88858156,-0.0103464,40,4.682046890258789,4.639233112335205,7500.0,2100.0,0.777083,10.301,6077.5,-0.0315392,0.848050861352,0.16224,30.31777048110962,2.33224,0.0182847
1056.05101676,-0.0183051,40,4.655507326126099,4.622784614562988,8100.0,3500.0,0.774809,10.2479,6477.5,-0.0509105,0.880143936716,0.457604,34.978415727615356,2.32707,0.0749036
