AverageReturn,ExplainedVariance,LossAfter,NumTrajs,TotalExecTime,MaxReturn,MinReturn,Perplexity,Time,Entropy,MeanKL,AveragePolicyStd,StdReturn,LossBefore,MaxKL,ItrTime
2207.5,0.582001662238,-0.198681,40,7.240031957626343,3600.0,100.0,16.3558,7.337566375732422,2.79458,1.56613,0.982009,761.376221063,-0.0305644,37.0375,7.33756947517395
1047.5,0.467910887283,-0.00874017,40,7.479108810424805,3100.0,0.0,15.8635,14.905572414398193,2.76402,0.19231,0.967313,940.209418162,0.0429091,21.1823,7.563878059387207
1825.0,0.560004179482,-0.0125857,40,7.308200120925903,4500.0,0.0,16.2075,22.392990350723267,2.78547,0.0737968,0.978736,1315.24712507,0.0148826,11.36,7.482187271118164
3015.0,0.617308829511,-0.0604452,40,7.307255029678345,5800.0,0.0,16.3286,29.803289651870728,2.79292,0.0913145,0.982293,1792.70047693,-0.032954,13.8447,7.404468297958374
3405.0,0.635817352463,-0.0613958,40,7.263014793395996,6200.0,0.0,16.0617,37.11751914024353,2.77644,0.0823548,0.974468,1968.62261493,-0.0350614,46.263,7.311764717102051
3842.5,0.667013978306,-0.0595453,40,7.2387731075286865,6400.0,0.0,15.7826,44.45540976524353,2.75891,0.0474469,0.965154,1752.98138895,-0.0392224,1.99313,7.331760883331299
4072.5,0.715582006237,-0.0563524,40,7.704198837280273,5800.0,300.0,15.4761,52.26470112800598,2.7393,0.123418,0.955895,1308.43179035,-0.0170065,3.42616,7.806824445724487
