LossAfter,StdReturn,Time,MaxReturn,Perplexity,ExplainedVariance,LossBefore,AveragePolicyStd,Entropy,TotalExecTime,MaxKL,ItrTime,AverageReturn,NumTrajs,MinReturn,MeanKL
0.000903701,305.122926048,15.977352857589722,1400.0,17.2706,0.0720011065619,0.0059961,1.00568,2.849,15.678412675857544,0.114496,15.977355718612671,70.0,20,0.0,0.00348773
1.35881,239.582971014,33.747151374816895,1100.0,17.3744,0.262648131934,0.0194663,1.0086,2.855,17.525304555892944,947.347,17.754619121551514,60.0,20,0.0,7.73509
0.0102508,50.9901951359,51.85247492790222,200.0,17.5444,0.118480475729,0.0111868,1.01353,2.86473,17.925141096115112,0.00942535,18.061607360839844,20.0,20,0.0,0.000239186
-0.00532945,266.270539114,68.88770365715027,900.0,17.6428,0.112498630831,-0.00436387,1.01636,2.87033,16.733572006225586,0.0732874,17.021793127059937,110.0,20,0.0,0.000567479
0.0218381,465.403051129,85.19205284118652,1500.0,17.6043,0.144113132943,0.0220104,1.01525,2.86814,16.09671378135681,0.583916,16.293389081954956,220.0,20,0.0,0.00425342
-0.0010277,198.683164863,101.37675714492798,700.0,17.7991,0.1259447611,-0.0062007,1.02092,2.87915,16.046144723892212,7.35575,16.150391578674316,95.0,20,0.0,0.0460807
-0.0102252,277.983812478,118.55734038352966,1200.0,17.744,0.150633465889,0.00707084,1.01934,2.87605,16.984057426452637,35.772,17.174079418182373,85.0,20,0.0,0.308951
