LossAfter,TotalExecTime,ItrTime,MaxReturn,MinReturn,AveragePolicyStd,MaxKL,LossBefore,AverageReturn,Entropy,Time,Perplexity,NumTrajs,ExplainedVariance,MeanKL,StdReturn
0.302045,8.129606485366821,8.219808578491211,1700.0,0.0,0.609708,149.95,-0.0244491,83.0,1.82564,8.219804286956787,6.20679,200,0.478603211098,15.3125,273.698739493
-0.0132159,8.521911144256592,8.619772672653198,3000.0,0.0,0.601747,0.417016,-0.00494757,1320.5,1.80119,16.843576431274414,6.05687,200,0.813144800373,0.0406517,1322.20639463
0.0141566,9.475695848464966,9.528122663497925,2900.0,0.0,0.600677,0.958209,0.0143947,1311.0,1.79872,26.37544894218445,6.04191,200,0.82343889025,0.108869,1307.24098773
0.0107071,10.57046103477478,10.622305631637573,3000.0,0.0,0.602911,0.201715,0.0127508,1431.5,1.80592,37.00289750099182,6.08555,200,0.818515100192,0.0439236,1311.09029056
0.0378852,8.474258422851562,8.54495644569397,2900.0,0.0,0.604827,8.2949,-0.00598682,1331.5,1.81229,45.55325961112976,6.12448,200,0.821342126021,0.739447,1311.92901866
-0.00160629,8.414544582366943,8.493391275405884,2900.0,0.0,0.603955,0.195449,0.00523349,1274.5,1.8093,54.05876135826111,6.10617,200,0.821248522148,0.0317986,1294.79718489
-0.019402,8.446975946426392,8.506362676620483,2900.0,0.0,0.604733,1.85019,0.0116194,1409.0,1.81192,62.58154225349426,6.12217,200,0.82791946956,0.268305,1312.52390454
