Entropy,ItrTime,Perplexity,ExplainedVariance,TotalExecTime,AverageReturn,NumTrajs,LossAfter,Time,MeanKL,LossBefore,AveragePolicyStd,MaxKL,MaxReturn,StdReturn,MinReturn
2.7481,33.52193856239319,15.613,0.32948130897,32.958513498306274,525.0,20,-0.0294473,33.52193212509155,0.0745031,-0.0104807,0.956152,0.409224,2000.0,718.940192227,0.0
2.73762,33.90400052070618,15.4502,0.603397188482,33.56752634048462,1190.0,20,-0.0180039,67.43796992301941,0.00607454,-0.0146303,0.951211,0.0596881,3100.0,795.550124128,0.0
2.73031,32.030643701553345,15.3376,0.564346582386,31.78391170501709,1555.0,20,-0.00427779,99.49078512191772,0.024215,0.00250804,0.947711,0.173221,4200.0,1061.35526569,0.0
2.73156,33.35892629623413,15.3569,0.626515257077,33.01022458076477,1480.0,20,0.00936561,132.85947275161743,0.00521927,0.0129245,0.948302,0.0318398,3400.0,987.218314255,0.0
2.73802,34.24311089515686,15.4564,0.602991356158,33.96963429450989,1065.0,20,0.00522421,167.12918066978455,0.00222518,0.00819605,0.951348,0.0188066,2400.0,910.096148767,0.0
2.74212,32.921167850494385,15.5199,0.39677246404,32.63228487968445,1710.0,20,0.00170842,200.1012988090515,0.00563037,0.00457265,0.953282,0.0266896,5900.0,1307.63144655,0.0
2.74441,32.917863607406616,15.5554,0.619916195327,32.68605875968933,1195.0,20,0.0097569,233.05131340026855,0.00178706,0.0120787,0.954358,0.00965308,2600.0,844.674493518,0.0
