0MaxReturn,MeanKL,Time,LossBefore,1ProcessExecTime,0ProcessExecTime,1Perplexity,0StdReturn,dLoss,LossAfter,1NumTrajs,1MinReturn,1StdReturn,1EnvExecTime,0NumTrajs,1MaxReturn,0Perplexity,1ExplainedVariance,0ExplainedVariance,1PolicyExecTime,MeanKLBefore,ComputeUpdatedDistTime,1AveragePolicyStd,1Entropy,0PolicyExecTime,0Entropy,1AverageReturn,0MinReturn,0AverageReturn,0AveragePolicyStd,0EnvExecTime,ItrTime
1800.0,0.00730388052762,448.02912306785583,-4.19095158577e-09,0.06847667694091797,0.054962158203125,10.3662,467.814065629,0.0054109073244,-0.00541091151536,80,0.0,1170.30978805,1.6300923824310303,80,2900.0,10.4786,0.497884540835,0.0689384481303,2.706308126449585,0.0,0.10210776329040527,0.784941,2.33855,1.1596810817718506,2.34933,675.0,0.0,220.0,0.789553,1.1728599071502686,7.445119142532349
1700.0,0.0067089535296,455.47300362586975,2.29920260608e-09,0.06495380401611328,0.052895545959472656,10.519,400.778539221,0.00302373545128,-0.00302373315208,80,0.0,1176.50900443,1.4811017513275146,80,2900.0,10.6195,0.476602657504,0.0896603766327,2.578770399093628,2.60770338656e-08,0.07355380058288574,0.788999,2.35318,1.136396884918213,2.36269,678.75,0.0,138.75,0.792776,1.0868470668792725,6.960577011108398
2000.0,0.00682908901945,462.9281368255615,-8.96397978067e-09,0.07078981399536133,0.05452156066894531,10.7393,441.373920276,0.00561489479151,-0.00561490375549,80,0.0,1144.7270417,1.6343445777893066,80,2800.0,10.6302,0.478212570241,0.0737272902255,2.6910207271575928,-7.4505814851e-09,0.08252596855163574,0.797189,2.37391,1.2162561416625977,2.3637,660.0,0.0,176.25,0.793119,1.1740355491638184,7.45046854019165
1700.0,0.00974836945534,470.3713321685791,-5.12227416039e-09,0.06319546699523926,0.04689311981201172,10.4774,454.910705524,0.0043425229378,-0.00434252806008,80,0.0,1148.30037447,1.4790778160095215,80,2800.0,10.4194,0.452156932992,0.05911124965,2.6487317085266113,0.0,0.0922403335571289,0.787832,2.34922,1.0912120342254639,2.34367,662.5,0.0,167.5,0.785664,0.9928262233734131,6.964326858520508
1700.0,0.00754360575229,477.1382665634155,2.56113708019e-09,0.06761693954467773,0.04195809364318848,10.306,315.42629884,0.00408160570078,-0.00408160313964,80,0.0,1170.63017217,1.5966253280639648,80,2900.0,10.2538,0.433516036459,0.0416034954258,2.655916213989258,0.0,0.07405853271484375,0.782053,2.33273,0.9391603469848633,2.32765,675.0,0.0,97.5,0.780623,0.8766238689422607,6.758817195892334
1400.0,0.00662588700652,484.934809923172,-4.65661287308e-10,0.06834959983825684,0.05378890037536621,10.1511,355.226600215,0.000322389882058,-0.000322390347719,80,0.0,1144.3994058,1.5690021514892578,80,2900.0,10.268,0.458534577828,0.0497616823451,2.6290595531463623,-3.72529074255e-09,0.08578038215637207,0.776272,2.31758,1.1555171012878418,2.32903,660.0,0.0,126.25,0.781505,1.145524501800537,7.29749059677124
1600.0,0.00730680953711,491.981831073761,1.97906047106e-09,0.06783699989318848,0.047601938247680664,9.86068,445.470257144,0.00419799436349,-0.00419799238443,80,0.0,1151.22149802,1.5697085857391357,80,2800.0,10.0357,0.469579635404,0.0840774182389,2.625640869140625,0.0,0.08640193939208984,0.766719,2.28856,1.0634629726409912,2.30615,663.75,0.0,192.5,0.773455,1.0036275386810303,7.039682388305664
2100.0,0.0079385265708,499.58610010147095,-8.38190317154e-09,0.061704158782958984,0.058469533920288086,9.32648,476.077724747,0.00306537374854,-0.00306538213044,80,0.0,1154.87485794,1.421804666519165,80,2800.0,9.48454,0.479026258021,0.0929950752792,2.4447953701019287,3.72529029846e-09,0.08429884910583496,0.744747,2.23286,1.211143970489502,2.24966,666.25,0.0,190.0,0.750705,1.208528995513916,7.072537899017334
1900.0,0.00795391574502,506.9337499141693,-5.58793544769e-09,0.06671571731567383,0.05657148361206055,9.41688,536.33012222,0.00542573537678,-0.00542574096471,80,0.0,1031.83619703,1.5360701084136963,80,2800.0,9.49668,0.428004819528,0.111015815688,2.623424768447876,0.0,0.09221458435058594,0.747737,2.2425,1.2079577445983887,2.25094,586.25,0.0,240.0,0.751426,1.2207157611846924,7.335020065307617
1700.0,0.00695286085829,513.2226874828339,-1.86264514923e-09,0.05015397071838379,0.04740333557128906,9.62317,461.68170854,0.00407655909657,-0.00407656095922,80,0.0,1161.61525472,1.126011848449707,80,2900.0,9.69886,0.467288973372,0.0709107298239,2.001948356628418,3.72529074255e-09,0.10756278038024902,0.75497,2.26417,0.9519891738891602,2.27201,670.0,0.0,210.0,0.758238,0.9905891418457031,5.784414291381836
