AveragePolicyStd,StdReturn,Time,MeanKL,Entropy,LossAfter,Perplexity,ExplainedVariance,MaxReturn,NumTrajs,MinReturn,LossBefore,MaxKL,TotalExecTime,AverageReturn,ItrTime
0.917354,267.581763205,11.83556318283081,0.0517476,2.64941,-0.0108371,14.1457,0.846806593653,2200.0,20,1000.0,0.0074888,0.432225,11.765929698944092,1320.0,11.835568904876709
0.919485,742.630459919,23.446041584014893,0.0156064,2.6569,-0.0174426,14.2521,0.562788608746,2300.0,20,0.0,-0.00822666,0.142328,11.546519756317139,950.0,11.60514521598816
0.917531,362.077339805,35.060516595840454,0.036368,2.65279,-0.0217925,14.1936,0.798161960498,1900.0,20,0.0,-0.00684755,0.16487,11.497821569442749,1170.0,11.603775024414062
0.916357,257.827461687,46.561342000961304,0.0350815,2.64937,-0.0235729,14.1451,0.852500134165,1800.0,20,900.0,-0.00542226,0.313703,11.40263557434082,1345.0,11.492039442062378
0.914645,575.847201956,58.55573272705078,0.0353475,2.64665,-0.0110632,14.1068,0.754278048061,3700.0,20,700.0,0.00318184,0.148197,11.942822456359863,1580.0,11.98812460899353
0.915264,969.16200916,70.66268634796143,0.125236,2.64825,-0.016286,14.1292,0.604903948441,4500.0,20,1300.0,0.0231135,0.343285,12.051615476608276,2785.0,12.09108567237854
0.92035,4218.27867738,81.91214895248413,0.0772799,2.6598,-0.0641705,14.2935,0.761034964878,20400.0,20,0.0,-0.0401714,0.161052,11.210586786270142,16825.0,11.243597269058228
