MeanKL,LossAfter,Entropy,ItrTime,Perplexity,AveragePolicyStd,MaxReturn,MinReturn,LossBefore,MaxKL,ExplainedVariance,Time,TotalExecTime,AverageReturn,StdReturn,NumTrajs
0.0,-0.0,2.849,16.90791153907776,17.2706,1.00568,0.0,0.0,-0.0,0.0,1,16.907903909683228,16.67620015144348,0.0,0.0,20
0.0,-0.0,2.849,16.399553298950195,17.2706,1.00568,0.0,0.0,-0.0,0.0,1,33.31796956062317,16.160855293273926,0.0,0.0,20
0.0,-0.0,2.849,15.840157747268677,17.2706,1.00568,0.0,0.0,-0.0,0.0,1,49.17449331283569,15.671478748321533,0.0,0.0,20
0.0,-0.0,2.849,16.970773220062256,17.2706,1.00568,0.0,0.0,-0.0,0.0,1,66.15263247489929,16.77413511276245,0.0,0.0,20
0.00451083,-0.00341989,2.849,16.729890823364258,17.2706,1.00568,800.0,0.0,-0.00132553,0.782586,0.192565625173,82.90944814682007,16.578439712524414,65.0,200.686322404,20
0.58416,-0.0245677,2.84834,16.07832098007202,17.2591,1.00533,500.0,0.0,0.00387542,75.0804,0.293819375418,99.0329921245575,16.027968168258667,25.0,108.972473589,20
0.0,-0.0,2.85028,15.745793342590332,17.2926,1.00627,0.0,0.0,-0.0,0.0,1,114.79326701164246,15.571645498275757,0.0,0.0,20
