MinReturn,Perplexity,LossBefore,Time,MaxKL,TotalExecTime,NumTrajs,AverageReturn,LossAfter,MaxReturn,MeanKL,ItrTime,Entropy,AveragePolicyStd,StdReturn,ExplainedVariance
0.0,14.5788,-0.0,12.00885534286499,0.0,11.902199983596802,20,0.0,-0.0,0.0,0.0,12.008862733840942,2.67957,0.92455,0.0,1
0.0,14.5788,-0.0,24.066112756729126,0.0,11.952205181121826,20,0.0,-0.0,0.0,0.0,12.053235292434692,2.67957,0.92455,0.0,1
0.0,14.5788,-0.0,37.03878450393677,0.0,12.91503381729126,20,0.0,-0.0,0.0,0.0,12.96975564956665,2.67957,0.92455,0.0,1
0.0,14.5788,-0.0,49.496569871902466,0.0,12.412401914596558,20,0.0,-0.0,0.0,0.0,12.44973373413086,2.67957,0.92455,0.0,1
0.0,14.5788,-0.0,61.65672731399536,0.0,12.110887050628662,20,0.0,-0.0,0.0,0.0,12.153719186782837,2.67957,0.92455,0.0,1
0.0,14.5788,-0.0,73.92737340927124,0.0,12.21947193145752,20,0.0,-0.0,0.0,0.0,12.26438045501709,2.67957,0.92455,0.0,1
0.0,14.5788,-0.0,86.6587142944336,0.0,12.667152643203735,20,0.0,-0.0,0.0,0.0,12.726058006286621,2.67957,0.92455,0.0,1
