AveragePolicyStd,TotalExecTime,Perplexity,NumTrajs,MinReturn,Time,LossBefore,StdReturn,MaxReturn,AverageReturn,LossAfter,MaxKL,ItrTime,Entropy,MeanKL,ExplainedVariance
1.00568,18.130768537521362,17.2706,20,0.0,18.436314821243286,-0.0,0.0,0.0,0.0,-0.0,0.0,18.436322927474976,2.849,0.0,1
1.00568,15.316729068756104,17.2706,20,0.0,33.90368103981018,-0.0,0.0,0.0,0.0,-0.0,0.0,15.446998596191406,2.849,0.0,1
1.00568,15.15745759010315,17.2706,20,0.0,49.22030973434448,-0.0,0.0,0.0,0.0,-0.0,0.0,15.309149742126465,2.849,0.0,1
1.00568,16.186125993728638,17.2706,20,0.0,65.56473636627197,-0.0,0.0,0.0,0.0,-0.0,0.0,16.330480098724365,2.849,0.0,1
1.00568,16.65617847442627,17.2706,20,0.0,82.33864188194275,-0.0104717,131.909059583,600.0,40.0,-0.0187073,2.56208,16.771633625030518,2.849,0.0129915,0.149552160563
1.003,15.77365231513977,17.1804,20,0.0,98.26059651374817,-0.00292778,65.3834841531,300.0,15.0,-0.0052117,6.25746,15.913813591003418,2.84377,0.0457141,0.14208491391
1.00229,14.977247476577759,17.1552,20,0.0,113.41374611854553,-0.0,0.0,0.0,0.0,-0.0,0.0,15.120689153671265,2.8423,0.0,1
