Entropy,MeanKL,Time,Perplexity,MinReturn,AverageReturn,LossBefore,NumTrajs,ItrTime,MaxReturn,AveragePolicyStd,ExplainedVariance,TotalExecTime,StdReturn,MaxKL,LossAfter
2.74043,0.444946,5.997579097747803,15.4937,2000.0,5840.0,0.0201158,20,5.997581720352173,12000.0,0.95435,0.298388879131,5.94221830368042,2635.41268116,1.27265,-0.0651526
2.76055,0.0384123,11.461342573165894,15.8085,17500.0,20395.0,-0.0101771,20,5.459259748458862,21500.0,0.964334,0.971981067273,5.406688690185547,884.010746541,0.113217,-0.0231948
2.75546,0.0574818,17.177176475524902,15.7283,19400.0,20705.0,-0.00423172,20,5.6997597217559814,21400.0,0.962164,0.983374168942,5.636212110519409,586.919926395,0.29803,-0.0241162
2.75335,0.03068,22.864579916000366,15.695,18300.0,20855.0,-0.0159278,20,5.681674003601074,21900.0,0.961201,0.974827469863,5.631898641586304,858.181216294,0.175562,-0.0267425
2.74538,0.0397642,28.539999961853027,15.5705,19700.0,21110.0,-0.0176026,20,5.671154022216797,22000.0,0.957896,0.986609804643,5.627481937408447,543.966910758,0.266507,-0.0339171
2.73658,0.0744701,34.077141761779785,15.4341,19600.0,20950.0,-0.0309646,20,5.528788805007935,22300.0,0.953567,0.977622093146,5.474944353103638,734.506637138,0.230537,-0.0562966
2.7211,0.0702895,40.0509512424469,15.197,0.0,20180.0,-0.0387308,20,5.9699437618255615,21900.0,0.946176,0.758473442133,5.90347957611084,4675.53205529,0.870786,-0.0660025
