AverageReturn,LossAfter,NumTrajs,MaxReturn,AveragePolicyStd,LossBefore,MeanKL,ExplainedVariance,Perplexity,MaxKL,StdReturn,MinReturn,Time,Entropy,TotalExecTime,ItrTime
825.0,-0.03497,20,3300.0,1.00326,-0.00370501,0.185139,0.120820108231,17.1557,0.659183,863.640550229,0.0,10.85208773612976,2.84233,10.776650190353394,10.852091312408447
700.0,0.00760811,20,9400.0,1.00142,0.0100049,0.00227452,0.446461379452,17.0922,0.0179623,2232.93528791,0.0,21.375121116638184,2.83862,10.455294847488403,10.518406867980957
455.0,0.00204872,20,7800.0,1.00406,0.0144455,0.0184682,0.447487957432,17.178,0.22251,1708.64712565,0.0,32.17007255554199,2.84363,10.73829436302185,10.790478706359863
1495.0,0.0102394,20,15100.0,1.00769,0.0150395,0.00687409,0.564416767713,17.3025,0.0312328,4001.30916076,0.0,42.90775918960571,2.85085,10.681833028793335,10.733328104019165
1840.0,-0.012935,20,9500.0,1.0113,-0.00108007,0.0286522,0.539490973807,17.4331,0.182636,3443.89314585,0.0,53.497963428497314,2.85837,10.532426834106445,10.586648225784302
4260.0,-0.0146305,20,15900.0,1.011,-0.00741578,0.0195057,0.515283362534,17.4237,0.134426,4799.10408306,0.0,64.33392691612244,2.85783,10.782387256622314,10.832206726074219
2655.0,-0.016622,20,11500.0,1.00924,-0.012165,0.00727532,0.538323731127,17.3592,0.0498053,3909.02481445,0.0,75.11073613166809,2.85412,10.736473083496094,10.772971630096436
