AverageReturn,LossBefore,MeanKL,NumTrajs,ItrTime,MaxKL,TotalExecTime,MinReturn,AveragePolicyStd,Entropy,Perplexity,Time,MaxReturn,LossAfter,StdReturn,ExplainedVariance
45.0,0.00248996,26.3522,20,15.386399507522583,3040.77,15.090908765792847,0.0,1.00066,2.8392,17.1021,15.386392593383789,500.0,0.565912,120.312094155,0.448978114051
5.0,0.00946559,0.220173,20,12.614529848098755,30.6543,12.32364559173584,0.0,1.00198,2.84169,17.1447,28.017515897750854,100.0,-0.0228469,21.7944947177,0.37740700457
40.0,0.00809834,0.00106787,20,16.04701542854309,0.107977,15.961180925369263,0.0,1.00439,2.84642,17.2261,44.075374364852905,500.0,0.00606334,124.09673646,0.14778888625
0.0,-0.0,0.0,20,14.924386739730835,0.0,14.76071310043335,0.0,1.00634,2.85047,17.296,59.02147841453552,0.0,-0.0,0.0,1
35.0,-0.0256702,4.50305,20,14.936184883117676,158.733,14.821548461914062,0.0,1.00634,2.85047,17.296,73.9770302772522,700.0,0.186033,152.561463024,0.124104457369
65.0,-0.013528,7.7612,20,14.584703922271729,771.657,14.43740725517273,0.0,0.999898,2.83764,17.0754,88.60090661048889,800.0,0.926772,200.686322404,0.16914151702
25.0,0.0205055,0.000419499,20,14.702887773513794,0.00240932,14.595818281173706,0.0,0.996526,2.83087,16.9603,103.31359362602234,300.0,0.0186212,76.6485485838,0.527468100517
