AveragePolicyStd,AverageReturn,Entropy,MaxKL,Perplexity,Time,MinReturn,LossBefore,LossAfter,StdReturn,TotalExecTime,MaxReturn,MeanKL,ExplainedVariance,NumTrajs,ItrTime
0.95435,185.0,2.74043,2.15882,15.4937,6.127249479293823,0.0,0.0261917,-0.014572,72.6291952317,6.075507640838623,300.0,0.153494,0.795075127018,20,6.127254486083984
0.967007,125.0,2.76662,0.166687,15.9049,11.960649013519287,0.0,-0.0160716,-0.0279698,104.283268073,5.790618658065796,300.0,0.0203443,0.511127634677,20,5.830327987670898
0.96305,200.0,2.75859,0.21194,15.7776,17.78431797027588,0.0,0.000159269,-0.0172139,94.8683298051,5.78638768196106,300.0,0.0308123,0.72252428104,20,5.81943154335022
0.962961,235.0,2.75867,0.196384,15.7788,23.669883489608765,200.0,-0.00449882,-0.010876,47.6969600708,5.805748224258423,300.0,0.00958766,0.891570590664,20,5.874634265899658
0.961868,230.0,2.75642,0.266703,15.7434,29.358493089675903,200.0,0.0134415,-0.000440136,45.8257569496,5.63713002204895,300.0,0.0251104,0.897885053659,20,5.681019306182861
0.965064,235.0,2.76314,0.608409,15.8495,35.17902398109436,200.0,0.0182164,-0.0133821,47.6969600708,5.755835294723511,300.0,0.0830465,0.899645551245,20,5.817424058914185
0.96945,225.0,2.77225,0.481153,15.9945,40.99859166145325,0.0,-0.0331213,-0.0546469,69.8212002188,5.776777267456055,300.0,0.0296034,0.858052919663,20,5.812740087509155
