MaxReturn,Perplexity,AverageReturn,Entropy,TotalExecTime,LossBefore,MinReturn,MaxKL,MeanKL,AveragePolicyStd,ExplainedVariance,ItrTime,StdReturn,LossAfter,Time,NumTrajs
5200.0,16.3558,315.0,2.79458,7.572057485580444,-0.00845842,0.0,3.23332,0.188604,0.982009,0.136290623004,7.6487109661102295,827.813384767,-0.0520892,7.648708343505859,40
3600.0,16.2181,1142.5,2.78612,7.530170917510986,-0.021887,0.0,3.0649,0.159981,0.97758,0.209863986915,7.5916643142700195,808.976977423,-0.0657164,15.244263648986816,40
4100.0,16.0415,1892.5,2.77518,8.251607894897461,-0.0202501,500.0,5.42382,0.156033,0.971977,0.441399050807,8.333343982696533,838.56648514,-0.0647694,23.581777572631836,40
5300.0,15.8799,2882.5,2.76506,7.717778921127319,-0.00529818,1500.0,6.6081,0.132589,0.967327,0.600503703169,7.819178819656372,870.599649667,-0.0423689,31.414168119430542,40
4600.0,15.8379,2690.0,2.76241,7.254812955856323,-0.032911,1300.0,5.74244,0.232678,0.966298,0.541725720912,7.3103790283203125,832.105762509,-0.0907018,38.73025822639465,40
5700.0,15.5794,1670.0,2.74595,7.316221475601196,-0.00362148,300.0,8.97701,0.0640058,0.958209,0.412762492886,7.3674328327178955,1413.1878856,-0.0312424,46.10785794258118,40
5400.0,15.5512,2710.0,2.74414,7.399583578109741,-0.0225056,100.0,7.12796,0.10965,0.956917,0.597713039284,7.451592683792114,1587.73423469,-0.05173,53.57546877861023,40
