Entropy,Time,LossAfter,AverageReturn,Perplexity,ItrTime,ExplainedVariance,NumTrajs,TotalExecTime,MaxReturn,MeanKL,StdReturn,MinReturn,LossBefore,MaxKL,AveragePolicyStd
2.73374,9.363159656524658,-0.0280921,155.0,15.3903,9.363163232803345,0.479320586068,20,9.273510694503784,400.0,0.203238,153.21553446,0.0,0.0151755,1.00859,0.949513
2.74891,18.33054280281067,-0.0168405,330.0,15.6257,8.963453531265259,0.894519382462,20,8.878463983535767,500.0,0.0545555,55.6776436283,300.0,-0.00515761,0.389233,0.956629
2.74634,27.36521005630493,-0.0072443,280.0,15.5854,9.030331373214722,0.873224792204,20,8.970377445220947,400.0,0.0480348,60.0,200.0,0.0116266,1.10018,0.955374
2.75215,36.44094944000244,-0.0371824,210.0,15.6763,9.072893381118774,0.702584577878,20,9.025691032409668,300.0,0.019922,113.578166916,0.0,-0.0252379,0.232037,0.958203
2.73953,45.26058530807495,-0.00500979,265.0,15.4797,8.805405378341675,0.880010084521,20,8.7380530834198,300.0,0.0365668,72.6291952317,0.0,0.0058909,0.537384,0.952264
2.74248,54.18015432357788,-0.0344807,250.0,15.5254,8.905344247817993,0.869642590394,20,8.83952283859253,300.0,0.0702139,74.161984871,0.0,-0.00491118,1.06933,0.953591
2.74002,63.62845802307129,-0.0616614,230.0,15.4873,9.435251235961914,0.889782263947,20,9.38126015663147,300.0,0.0627328,45.8257569496,200.0,-0.0299883,1.61862,0.952425
