MaxReturn,TotalExecTime,NumTrajs,LossBefore,LossAfter,StdReturn,AverageReturn,Entropy,MinReturn,MeanKL,Perplexity,AveragePolicyStd,Time,MaxKL,ItrTime,ExplainedVariance
100.0,16.685428619384766,20,0.0091345,-0.223066,21.7944947177,5.0,2.8392,0.0,1.50941,17.1021,1.00066,16.974279165267944,151.866,16.97428607940674,0.075280390884
0.0,16.414588928222656,20,-0.0,-0.0,0.0,0.0,2.84834,0.0,0.0,17.259,1.00527,33.63048720359802,0.0,16.645099401474,1
400.0,16.44291114807129,20,-0.00355174,0.518228,87.1779788708,20.0,2.84834,0.0,3.2437,17.259,1.00527,50.285478830337524,366.487,16.635061502456665,0.194533613897
300.0,16.771320343017578,20,-0.0215661,-0.0233012,65.3834841531,15.0,2.84656,0.0,0.00100985,17.2284,1.00438,67.28183054924011,0.00780316,16.95381259918213,0.166699941579
500.0,16.933414459228516,20,0.00856432,0.0545966,108.972473589,25.0,2.83578,0.0,0.909743,17.0436,0.999001,84.4161946773529,104.975,17.08833932876587,0.21316121182
100.0,17.911875009536743,20,-0.00380049,0.722622,21.7944947177,5.0,2.84006,0.0,7.95746,17.1168,1.00116,102.51796770095825,784.378,18.077263593673706,0.180095396968
0.0,16.582278728485107,20,-0.0,-0.0,0.0,0.0,2.83816,0.0,0.0,17.0843,1.00024,119.27634716033936,0.0,16.7455050945282,1
