AverageReturn,MaxKL,MeanKL,MinReturn,Time,LossBefore,StdReturn,NumTrajs,TotalExecTime,ItrTime,LossAfter,Perplexity,MaxReturn,Entropy,ExplainedVariance,AveragePolicyStd
1995.0,2.07969,0.279106,500.0,7.461791038513184,-0.0037278,1066.52473014,20,7.372002124786377,7.461791753768921,-0.0352263,14.777,4500.0,2.69307,0.455601671095,0.930467
17065.0,0.980392,0.188093,11200.0,14.697960138320923,-0.0110238,2475.93921573,20,7.156705141067505,7.233684062957764,-0.0550649,14.722,21200.0,2.68935,0.76888030778,0.928734
21505.0,0.592529,0.0418981,20200.0,22.129337072372437,-0.010405,578.338136387,20,7.342523813247681,7.420079469680786,-0.0208773,14.6411,22400.0,2.68383,0.985946816937,0.926046
21855.0,0.488517,0.0114698,21200.0,29.252597093582153,-0.00348076,347.095087836,20,7.065855264663696,7.116814136505127,-0.00891664,14.5651,22300.0,2.67863,0.991600440831,0.923671
21590.0,0.14553,0.0176125,19800.0,36.58943724632263,-0.0275777,669.25331527,20,7.284392595291138,7.32737135887146,-0.0351285,14.5398,22500.0,2.67689,0.98383324502,0.922969
21925.0,0.308664,0.0285158,20700.0,43.88805842399597,0.000425635,464.623503495,20,7.19622540473938,7.2831010818481445,-0.0116985,14.3407,22500.0,2.6631,0.987749998783,0.916575
21410.0,0.0955505,0.0188575,19300.0,51.100260496139526,-0.0175915,666.258208205,20,7.17095685005188,7.208893060684204,-0.0253435,14.3438,22000.0,2.66331,0.982995760623,0.916641
