AverageReturn,MaxKL,LossBefore,Time,MeanKL,MaxReturn,StdReturn,MinReturn,Perplexity,NumTrajs,TotalExecTime,Entropy,LossAfter,ItrTime,ExplainedVariance,AveragePolicyStd
605.0,0.219819,-0.00170432,9.084308862686157,0.028647,8300.0,1881.34924987,0.0,17.1557,20,8.996835231781006,2.84233,-0.0118372,9.084314823150635,0.458810495452,1.00326
805.0,0.0689569,0.00427673,18.532159090042114,0.0126704,16100.0,3508.91364955,0.0,17.1265,20,9.386815309524536,2.84063,-0.00430587,9.442365646362305,0.900961979894,1.00205
5305.0,0.0711319,0.00705903,28.057495594024658,0.0151769,30000.0,10666.6524739,0.0,17.1631,20,9.485589504241943,2.84276,0.00251375,9.520783424377441,0.863480294749,1.00309
16535.0,0.122636,-0.0173782,37.343764781951904,0.0415266,33500.0,13886.5861536,0.0,17.2238,20,9.241884708404541,2.84629,-0.0337932,9.28233814239502,0.832705697464,1.00489
8370.0,0.0977384,0.00149045,46.911839723587036,0.0198898,31700.0,12922.8905435,0.0,17.0748,20,9.517133474349976,2.8376,-0.00689427,9.564253330230713,0.862189696735,1.00079
18790.0,0.0421185,-0.00592515,56.39506268501282,0.0164783,32500.0,12824.3479366,0.0,17.0875,20,9.430240392684937,2.83835,-0.0129552,9.47890567779541,0.850809420059,1.00113
23925.0,0.218848,-0.0185056,65.76296973228455,0.11208,32600.0,6723.82889431,0.0,17.037,20,9.322530269622803,2.83539,-0.0440629,9.363505840301514,0.750129374912,0.999506
