MeanKL,Entropy,ItrTime,AverageReturn,MinReturn,LossBefore,AveragePolicyStd,Perplexity,Time,StdReturn,MaxReturn,NumTrajs,TotalExecTime,MaxKL,LossAfter,ExplainedVariance
0.107279,2.72206,4.886845350265503,15.0,0.0,-0.00448663,0.947542,15.2117,4.886842489242554,47.6969600708,200.0,20,4.830276250839233,1.47568,-0.031439,0.094248041658
0.12602,2.71758,4.696664810180664,50.0,0.0,-0.0137115,0.944758,15.1436,9.585899114608765,86.6025403784,200.0,20,4.65441370010376,3.21514,-0.0644865,0.256341360048
0.0337204,2.71072,4.6826348304748535,255.0,0.0,0.0049191,0.941442,15.0401,14.273168087005615,111.691539518,400.0,20,4.646154165267944,0.537124,-0.0115424,0.766355027491
0.0977245,2.71318,4.760217189788818,305.0,200.0,0.0105949,0.942534,15.0771,19.04047179222107,80.4673846972,500.0,20,4.726666688919067,2.39952,0.0111056,0.880872495702
0.0137098,2.71848,4.7480762004852295,460.0,0.0,-0.000619382,0.945091,15.1572,23.79410171508789,139.283882772,600.0,20,4.718318462371826,0.0986337,-0.00956393,0.846405933338
0.00817728,2.71817,8.848104000091553,515.0,400.0,0.000644554,0.944964,15.1525,32.6524932384491,79.2148975888,700.0,20,8.771475553512573,0.0903995,-0.00656261,0.924758929123
0.0186685,2.71849,4.602006435394287,555.0,400.0,-0.00342566,0.94535,15.1574,37.26526999473572,86.458082329,700.0,20,4.579776048660278,0.286931,-0.00831968,0.881563721979
