1PolicyExecTime,1StdReturn,0MinReturn,0MaxReturn,0PolicyExecTime,1EnvExecTime,0AveragePolicyStd,0Perplexity,0AverageReturn,0ProcessExecTime,Time,0EnvExecTime,1MinReturn,dLoss,1ProcessExecTime,0Entropy,1ExplainedVariance,1AveragePolicyStd,0NumTrajs,1Perplexity,1AverageReturn,1MaxReturn,ComputeUpdatedDistTime,0StdReturn,1NumTrajs,LossBefore,1Entropy,ItrTime,MeanKLBefore,0ExplainedVariance,MeanKL,LossAfter
310.7906620502472,8813.21964778,0.0,23500.0,210.40262842178345,162.78966355323792,0.812532,11.2719,3227.3,6.525374889373779,20509.935798883438,161.1902334690094,0.0,0.00202219686616,6.484391450881958,2.42231,0.170355240731,0.812009,2000,11.2569,5328.8,23600.0,0.3641817569732666,6356.07463062,2000,-6.03904481977e-10,2.42098,882.459150314331,7.45057082696e-09,0.0664224555523,0.0093338843435,-0.00202219747007
303.50457668304443,9302.09969362,0.0,23200.0,222.78491878509521,163.40777778625488,0.801199,10.9568,3229.5,6.533483028411865,21404.352766513824,161.95625591278076,0.0,0.00104002254375,6.579649925231934,2.39396,0.193330261342,0.800679,2000,10.9418,5962.7,23600.0,0.3660154342651367,6303.3554358,2000,-2.76486389339e-10,2.39259,889.4203884601593,0.0,0.0621419212762,0.00689073512331,-0.00104002282023
303.8992233276367,9450.60164209,0.0,23300.0,223.37158846855164,163.6003155708313,0.775695,10.2668,2864.15,6.596830606460571,22300.594272375107,162.65259313583374,0.0,0.000944916508161,6.560929536819458,2.32892,0.171047676391,0.775783,2000,10.2693,6123.95,23700.0,0.2594583034515381,5896.27168451,2000,-1.16415321827e-10,2.32916,891.5015759468079,3.72528496939e-09,0.0493352203236,0.00758678792045,-0.000944916624576
305.0194356441498,9575.13784705,0.0,23600.0,222.2710258960724,164.5504937171936,0.752485,9.65991,3040.8,6.4944963455200195,23196.669680595398,161.50007724761963,0.0,0.00128452737408,6.54385232925415,2.26798,0.221046465721,0.751556,2000,9.63515,6078.9,23700.0,0.27314019203186035,6080.16737928,2000,-4.51109372079e-10,2.26542,891.1295161247253,1.86264443869e-08,0.0546781775215,0.00721624214202,-0.00128452782519
303.52160477638245,9704.80319017,0.0,23800.0,222.32877612113953,163.57989716529846,0.727265,9.02532,2948.7,6.536015033721924,24090.182354450226,161.7813425064087,0.0,0.00131536523668,6.498292684555054,2.20003,0.195823177781,0.726596,2000,9.00825,6324.8,23700.0,0.24996161460876465,6120.77677342,2000,5.06133801537e-10,2.19814,888.9154770374298,7.45056816243e-09,0.059398255815,0.00661940360442,-0.00131536473054
303.54654359817505,9417.84543287,0.0,23700.0,221.91369247436523,163.34965062141418,0.727495,9.03219,3013.05,6.557640790939331,24984.157194137573,162.16443276405334,0.0,0.00120261783013,6.510889291763306,2.20079,0.18740668612,0.728059,2000,9.04541,6101.55,23800.0,0.27071309089660645,6195.4769548,2000,5.23868948221e-10,2.20226,888.7169437408447,5.6898930012e-16,0.0638280413528,0.00640406040475,-0.00120261730626
303.7503066062927,9690.05730427,0.0,23500.0,223.1153848171234,163.8839087486267,0.719973,8.85095,2642.45,6.51446270942688,25878.896211862564,162.2130982875824,0.0,0.00117109602434,6.475157022476196,2.18053,0.230055076165,0.719253,2000,8.83341,6321.2,23800.0,0.26740097999572754,5723.1838165,2000,1.19325704873e-09,2.17854,890.0903842449188,7.45057127105e-09,0.0577949561431,0.00969963893294,-0.00117109483108
299.231556892395,9608.50149607,0.0,23300.0,227.79539227485657,163.7589807510376,0.697395,8.29908,2638.15,6.554027795791626,26774.1465177536,162.11095261573792,0.0,0.00153023921848,6.503357410430908,2.11614,0.236072191133,0.69731,2000,8.29666,6633.0,24000.0,0.35979366302490234,5779.67209948,2000,-1.76987668965e-09,2.11585,890.506007194519,-1.49011363249e-08,0.0738548213405,0.00660178950056,-0.00153024098836
298.7456958293915,9929.38220636,0.0,23400.0,230.81235337257385,165.4906449317932,0.693784,8.21204,2574.35,6.446159601211548,27673.066079854965,161.50175881385803,0.0,0.00106273000711,6.511212110519409,2.1056,0.243945217147,0.693831,2000,8.21297,7293.0,23700.0,0.2536633014678955,5814.08437138,2000,4.94765117764e-10,2.10571,894.1790661811829,0.0,0.0808326986988,0.0070653250441,-0.00106272951234
296.2446732521057,9904.86897629,0.0,23000.0,230.83298420906067,163.9669108390808,0.684883,7.99752,2854.9,6.499505043029785,28569.08486866951,162.78000569343567,0.0,0.00110919043072,6.524445056915283,2.07913,0.246859598115,0.684677,2000,7.9925,7030.75,24000.0,0.27065443992614746,6057.74842578,2000,-6.69388100505e-10,2.0785,891.365540266037,0.0,0.0825969224439,0.00785496737808,-0.00110919110011
