MeanKLBefore,0Perplexity,1Perplexity,1AverageReturn,1PolicyExecTime,0NumTrajs,0AveragePolicyStd,0ExplainedVariance,2NumTrajs,0Entropy,1ProcessExecTime,1NumTrajs,1ExplainedVariance,0PolicyExecTime,0AverageReturn,1MinReturn,2MinReturn,2StdReturn,ComputeUpdatedDistTime,1MaxReturn,0StdReturn,2EnvExecTime,2Entropy,2PolicyExecTime,2AveragePolicyStd,1EnvExecTime,ItrTime,2AverageReturn,LossBefore,2ProcessExecTime,0ProcessExecTime,MeanKL,2ExplainedVariance,1StdReturn,0EnvExecTime,1Entropy,2MaxReturn,LossAfter,dLoss,Time,0MinReturn,0MaxReturn,1AveragePolicyStd,2Perplexity
0.0238381288946,18.5263,18.5111,93.3333333333,32.86489653587341,1200,1.04157,0.0665883832576,1200,2.91919,0.8586516380310059,1200,0.229407555255,21.509840965270996,30.4166666667,0.0,0.0,519.83517019,0.08600115776062012,2400.0,172.191249455,22.161837577819824,2.92239,35.7116813659668,1.04325,20.486542463302612,161.90945291519165,225.75,-0.00430897017941,0.9334251880645752,0.8889045715332031,0.0238381177187,0.373754037312,328.413695749,20.20996642112732,2.91837,2500.0,-0.00430897064507,4.65661287308e-10,1385.7990396022797,0.0,1900.0,1.04114,18.5856
0.0144803952426,18.5263,18.5447,136.75,34.99784779548645,1200,1.04157,0.0707186956883,1200,2.91919,0.8966703414916992,1200,0.297539810853,21.309744119644165,25.9166666667,0.0,0.0,544.292347661,0.08499860763549805,2600.0,152.435756049,20.563392400741577,2.92564,33.31391525268555,1.04499,21.391071557998657,161.43223595619202,220.916666667,-0.0060380063951,0.8731398582458496,0.9254472255706787,0.0144803728908,0.377787290183,413.430087802,20.989139080047607,2.92019,2700.0,-0.00603800546378,-9.31322574615e-10,1548.8461122512817,0.0,1800.0,1.0421,18.6461
0.0156139675528,18.5263,18.5398,113.916666667,32.294129848480225,1200,1.04157,0.0953968423417,1200,2.91919,0.8464145660400391,1200,0.260769402732,21.662042379379272,36.1666666667,0.0,0.0,482.495135266,0.08660554885864258,2600.0,192.895409196,21.42552089691162,2.93481,35.214449882507324,1.04971,20.082976818084717,159.85515999794006,185.333333333,-0.00717122107744,0.9138062000274658,0.9023845195770264,0.0156139712781,0.334759467732,383.077006691,20.363645792007446,2.91992,2400.0,-0.00717122200876,9.31322574615e-10,1710.6465253829956,0.0,1700.0,1.04195,18.818
0.0114790247753,18.5263,18.472,151.0,35.405680894851685,1200,1.04157,0.0404000705722,1200,2.91919,0.9113869667053223,1200,0.308674964147,21.30890393257141,21.3333333333,0.0,0.0,486.032663511,0.08604097366333008,2400.0,138.304816338,20.579609394073486,2.92479,33.550819873809814,1.04457,21.59813642501831,162.4886612892151,191.5,-0.00643528345972,0.8686733245849609,0.9274001121520996,0.0114790480584,0.366245481465,436.213632677,21.102457761764526,2.91625,2500.0,-0.00643528159708,-1.86264514923e-09,1875.1019215583801,0.0,1800.0,1.04008,18.6303
0.0253758784384,18.5263,18.5412,147.666666667,33.477174520492554,1200,1.04157,0.0565022073596,1200,2.91919,0.865497350692749,1200,0.346816986926,20.92397928237915,21.5833333333,0.0,0.0,357.244042015,0.08689522743225098,2600.0,146.660014054,20.72882103919983,2.92848,33.43308687210083,1.04656,20.665265798568726,158.4590015411377,121.833333333,-0.00552970031276,0.8841240406036377,0.8988745212554932,0.0253758765757,0.279422725914,468.822520316,20.40782117843628,2.91999,2300.0,-0.0055296998471,-4.65661287308e-10,2035.528924703598,0.0,1700.0,1.042,18.6991
0.0148286018521,18.5263,18.3228,91.4166666667,35.18973112106323,1200,1.04157,0.0536748919856,1200,2.91919,0.9192326068878174,1200,0.233038088422,21.121023654937744,24.0833333333,0.0,0.0,385.089374547,0.08618998527526855,2500.0,158.834273345,21.88196110725403,2.91316,35.59235882759094,1.03839,21.909050226211548,164.5566759109497,138.916666667,-0.00432414095849,0.9149975776672363,0.8759326934814453,0.0148286009207,0.269967951207,349.43000213,19.944647073745728,2.90815,2300.0,-0.00432414095849,0.0,2201.970957517624,0.0,2100.0,1.03585,18.4149
0.0228203572333,18.5263,18.6213,143.833333333,35.16417217254639,1200,1.04157,0.0743805229866,1200,2.91919,0.9096508026123047,1200,0.314026042331,20.488971710205078,28.1666666667,0.0,0.0,527.323107518,0.08698010444641113,2700.0,164.438353866,22.148334503173828,2.92219,35.18167018890381,1.04317,21.499861478805542,164.07124996185303,223.916666667,-0.00569050339982,0.9365689754486084,0.8875868320465088,0.0228203572333,0.388186131977,428.966166757,20.156787395477295,2.92431,2500.0,-0.00569050339982,0.0,2367.864455461502,0.0,2000.0,1.04422,18.5819
0.0291887819767,18.5263,18.4147,121.166666667,33.710371255874634,1200,1.04157,0.0968294307747,1200,2.91919,0.8733389377593994,1200,0.29606468657,21.37023401260376,27.0833333333,0.0,0.0,420.458446883,0.08680462837219238,2700.0,166.407611171,21.546316385269165,2.90974,35.34282469749451,1.03683,20.963415145874023,161.81065154075623,162.833333333,-0.00328936334699,0.9175875186920166,0.8720402717590332,0.0291887782514,0.30048658465,411.078223159,19.996318578720093,2.91315,2400.0,-0.00328936241567,-9.31322574615e-10,2531.288823366165,0.0,1700.0,1.03844,18.3521
0.0347871407866,18.5263,18.3035,151.083333333,34.98445749282837,1200,1.04157,0.116984815043,1200,2.91919,0.8889153003692627,1200,0.323998525975,21.530650854110718,31.4166666667,0.0,0.0,484.475403572,0.0845799446105957,2600.0,187.095322556,20.719621896743774,2.90646,33.265005111694336,1.03492,21.38030982017517,163.00839924812317,200.5,-0.0101912012324,0.8643949031829834,0.9371528625488281,0.0347871594131,0.369095517097,471.432737927,21.32607913017273,2.90709,2500.0,-0.0101912003011,-9.31322574615e-10,2696.3475556373596,0.0,2000.0,1.0353,18.292
0.0112678231671,18.5263,18.3488,111.916666667,33.427326679229736,1200,1.04157,0.0668402663841,1200,2.91919,0.8680295944213867,1200,0.264368492604,21.094899654388428,26.5833333333,0.0,0.0,490.562488941,0.08614945411682129,2500.0,166.287882067,22.082441568374634,2.89988,36.055731534957886,1.03165,20.777944564819336,162.55595660209656,185.333333333,-0.00412532873452,0.9295811653137207,0.885321855545044,0.0112678231671,0.339781495238,383.926633255,20.154394388198853,2.90956,2800.0,-0.00412532966584,9.31322574615e-10,2860.858371734619,0.0,1900.0,1.03658,18.172
0.0120402816683,18.5263,18.6241,132.083333333,34.39267563819885,1200,1.04157,0.0843068888543,1200,2.91919,0.8897440433502197,1200,0.297098478963,21.682931184768677,29.0,0.0,0.0,425.229929633,0.10367178916931152,2400.0,168.104134393,21.43308973312378,2.91429,34.88669729232788,1.03901,21.328335285186768,163.41995549201965,174.416666667,-0.00632101669908,0.9015562534332275,0.910045862197876,0.0120402760804,0.306326445869,396.037447374,20.817694187164307,2.92446,2400.0,-0.00632101902738,2.32830643654e-09,3025.8910496234894,0.0,1700.0,1.04435,18.4356
0.00577898416668,18.5263,18.5151,87.8333333333,34.15161871910095,1200,1.04157,0.0621897731794,1200,2.91919,0.8758480548858643,1200,0.229608503673,20.548816204071045,21.4166666667,0.0,0.0,481.137822424,0.08368802070617676,2400.0,143.989558842,21.161588191986084,2.91357,34.226197481155396,1.03866,20.859081506729126,159.3055567741394,184.25,-0.00427732057869,0.8956427574157715,0.880014181137085,0.00905277300626,0.332321495091,327.162506341,20.04839062690735,2.91859,2600.0,-0.00710648018867,0.00282915960997,3187.412656068802,0.0,1700.0,1.04126,18.4224
