LossBefore,AverageReturn,Entropy,LossAfter,ItrTime,NumTrajs,Time,MaxReturn,MaxKL,Perplexity,TotalExecTime,StdReturn,MinReturn,AveragePolicyStd,MeanKL,ExplainedVariance
0.010743,1247.5,2.79458,-0.207756,6.206322908401489,40,6.206321716308594,2500.0,218.273,16.3558,6.11928391456604,519.12787442,100.0,0.982009,1.82129,0.354883502719
-0.0111015,1390.0,2.80533,-0.123675,5.6395368576049805,40,11.848433017730713,3200.0,4.35307,16.5325,5.555274963378906,767.398201718,0.0,0.988435,0.454589,0.33886687031
-0.0153662,2982.5,2.79978,-0.0654678,7.617150068283081,40,19.471559047698975,6100.0,5.96488,16.441,7.575227737426758,1322.85439486,400.0,0.98603,0.176392,0.506582551128
-0.00537308,3370.0,2.79209,-0.0545599,6.498937368392944,40,25.976009368896484,6000.0,7.1648,16.3151,6.434392213821411,1109.09873321,1200.0,0.982178,0.152452,0.598670934848
-0.0365631,3562.5,2.78941,-0.0676027,6.588557481765747,40,32.570979595184326,5700.0,1.70494,16.2713,6.525087356567383,952.545930651,2000.0,0.980544,0.0845487,0.635759762834
-0.0333381,4645.0,2.77112,-0.100081,6.495487451553345,40,39.07816290855408,6200.0,110.425,15.9766,6.447422504425049,817.908919135,2400.0,0.970876,0.346226,0.76344479623
-0.0348715,4960.0,2.75446,-0.0671216,6.607944965362549,40,45.693382263183594,7000.0,9.3262,15.7125,6.568974494934082,1179.15223784,1600.0,0.962265,0.100927,0.760945247441
