0EnvExecTime,1ProcessExecTime,1ExplainedVariance,1MinReturn,ItrTime,0AveragePolicyStd,1MaxReturn,0MaxReturn,0StdReturn,0Perplexity,1StdReturn,1AveragePolicyStd,Time,LossBefore,0MinReturn,dLoss,1PolicyExecTime,0PolicyExecTime,1NumTrajs,MeanKL,ComputeUpdatedDistTime,0NumTrajs,1Entropy,1Perplexity,0Entropy,1EnvExecTime,0AverageReturn,LossAfter,0ExplainedVariance,1AverageReturn,0ProcessExecTime,MeanKLBefore
1.241610050201416,0.051412343978881836,0.070899610289,0.0,7.764404058456421,1.0,300.0,100.0,11.1102430216,17.0795,35.0,0.99758,7.764401912689209,-1.52795109898e-09,0.0,0.00762793548347,1.9500949382781982,1.43949556350708,80,0.00776660023257,0.7017736434936523,80,2.83301,16.9966,2.83788,1.132802963256836,1.25,-0.00762793701142,0.0482182719935,5.0,0.05771780014038086,-2.32830671409e-10
1.123802661895752,0.06064271926879883,0.0887932994809,0.0,6.651427507400513,1.0098,500.0,0.0,0.0,17.4136,55.5512151082,1.0098,15.000350952148438,-8.14907252789e-10,0.0,0.00592554232571,2.2805020809173584,1.1197013854980469,80,0.00534805376083,0.08128881454467773,80,2.85725,17.4136,2.85725,1.4063994884490967,0.0,-0.00592554314062,1,6.25,0.05296516418457031,0.0
0.9907257556915283,0.07504987716674805,0.172279295789,0.0,7.566821098327637,1.00791,1100.0,200.0,22.2204860433,17.3499,172.916164658,1.00482,22.57201385498047,-4.65661287308e-10,0.0,0.00774116627872,2.7910730838775635,1.1507930755615234,80,0.00812998134643,0.19454073905944824,80,2.84737,17.2423,2.85359,1.7421767711639404,2.5,-0.00774116674438,0.0238744328381,40.0,0.05907583236694336,0.0
0.9223864078521729,0.049315690994262695,0.290437335453,0.0,5.332054138183594,1.01277,1900.0,1100.0,164.121715504,17.5176,480.878103057,1.01066,28.477406978607178,1.86264514923e-09,0.0,0.00803847797215,1.7871851921081543,0.9516596794128418,80,0.007991572842,0.07680916786193848,80,2.85904,17.4447,2.86321,1.0658674240112305,26.25,-0.0080384761095,0.0687297847878,202.5,0.044469356536865234,0.0
0.9453670978546143,0.04588055610656738,0.198450399361,0.0,5.224255323410034,1.0086,1300.0,200.0,22.2204860433,17.3743,224.499443206,1.00038,33.70580458641052,1.86264514923e-09,0.0,0.00757882092148,1.6858794689178467,0.937366247177124,80,0.0073281340301,0.08887004852294922,80,2.83835,17.0876,2.85499,0.9898543357849121,2.5,-0.00757881905884,0.109945474015,60.0,0.047178030014038086,-1.39698397295e-09
1.018242359161377,0.05256032943725586,0.347809560112,0.0,6.026420831680298,1.02066,1900.0,900.0,111.460475057,17.7909,488.478185286,1.01959,40.20799422264099,9.31322574615e-10,0.0,0.0075688296929,2.0732009410858154,1.0376558303833008,80,0.00653287861496,0.09019327163696289,80,2.87642,17.7506,2.87869,1.166036605834961,21.25,-0.00756882876158,0.0810471764194,196.25,0.048012495040893555,0.0
1.0427885055541992,0.06437253952026367,0.370920896985,0.0,6.781109571456909,1.01637,2300.0,1400.0,178.167758026,17.6412,601.143441701,1.01722,46.99368476867676,-6.51925802231e-09,0.0,0.0103510217741,2.4941751956939697,1.090080976486206,80,0.00935971923172,0.08261370658874512,80,2.8719,17.6705,2.87024,1.4742939472198486,27.5,-0.0103510282934,0.10727486827,261.25,0.051987409591674805,2.32830643654e-10
1.188680648803711,0.0662834644317627,0.386480250397,0.0,7.30798077583313,1.00236,2200.0,1000.0,119.791485507,17.1578,579.319374352,1.00461,54.809478759765625,0.0,0.0,0.00876930356026,2.569272041320801,1.2551143169403076,80,0.00784838479012,0.09355831146240234,80,2.84692,17.2345,2.84245,1.505058765411377,20.0,-0.00876930356026,0.0537061438556,283.75,0.05631375312805176,-2.32830671409e-10
0.904916524887085,0.06486272811889648,0.0535574673879,0.0,6.5197837352752686,0.995652,1500.0,0.0,0.0,16.9305,168.999815089,0.995652,61.33678674697876,-6.98491930962e-10,0.0,0.0019166811835,2.4630632400512695,1.02412748336792,80,0.00740559957922,0.08280134201049805,80,2.82912,16.9305,2.82912,1.456787347793579,0.0,-0.00191668188199,1,23.75,0.04420971870422363,0.0
1.127629280090332,0.06577539443969727,0.53618722396,0.0,7.058549165725708,1.00109,2100.0,800.0,124.899959968,17.1158,747.324394089,1.01034,68.92698240280151,3.72529029846e-09,0.0,0.00615743966773,2.486884593963623,1.1807093620300293,80,0.00837235152721,0.08193159103393555,80,2.85798,17.4263,2.84,1.4870877265930176,20.0,-0.00615743594244,0.0923236486414,422.5,0.05362248420715332,0.0
1.1069960594177246,0.07036828994750977,0.582519536552,0.0,7.442049980163574,0.988762,2600.0,900.0,108.9079313,16.6927,994.634826205,0.991593,76.37369751930237,-3.0267983675e-09,0.0,0.00950478273444,2.6409318447113037,1.198582649230957,80,0.00817221682519,0.27490854263305664,80,2.82073,16.7891,2.81497,1.5522701740264893,16.25,-0.00950478576124,0.0912392741777,571.25,0.05395245552062988,1.39698408397e-09
1.0744311809539795,0.06868791580200195,0.574853522691,0.0,7.15493369102478,0.973312,2600.0,400.0,44.4409720866,16.1768,1008.79801621,0.973538,84.3060736656189,9.31322574615e-10,0.0,0.00561021687463,2.5583362579345703,1.1865463256835938,80,0.00942277442664,0.10717248916625977,80,2.784,16.1837,2.78358,1.5399835109710693,5.0,-0.00561021594331,0.0730608791903,578.75,0.052839040756225586,1.16415335705e-10
