LossAfter,AverageReturn,AveragePolicyStd,StdReturn,Perplexity,MeanKL,ExplainedVariance,TotalExecTime,MaxKL,ItrTime,Time,LossBefore,Entropy,MaxReturn,MinReturn,NumTrajs
-0.00849087,30.0,1.00568,95.3939201417,17.2706,0.00113339,0.284864972062,16.268274784088135,0.0205714,16.50172233581543,16.50171685218811,-0.0060818,2.849,400.0,0.0,20
0.0144635,30.0,1.00269,110.0,17.1658,0.00996762,0.129355765518,15.3591148853302,0.762991,15.598371267318726,32.10423541069031,0.0176655,2.84292,500.0,0.0,20
-0.0,0.0,1.00723,0.0,17.3181,0.0,1,15.978086709976196,0.0,16.15670371055603,48.264880657196045,-0.0,2.85175,0.0,0.0,20
-0.0,0.0,1.00723,0.0,17.3181,0.0,1,16.457056045532227,0.0,16.689646244049072,64.98982882499695,-0.0,2.85175,0.0,0.0,20
1.78001,20.0,1.00723,67.8232998313,17.3181,8.3662,0.258904683156,16.617400884628296,868.039,16.7549729347229,81.76836061477661,0.0085356,2.85175,300.0,0.0,20
-0.0,0.0,1.00935,0.0,17.3922,0.0,1,15.606517314910889,0.0,15.70654582977295,97.48512578010559,-0.0,2.85602,0.0,0.0,20
-0.0,0.0,1.00935,0.0,17.3922,0.0,1,16.395126819610596,0.0,16.628233909606934,114.15424132347107,-0.0,2.85602,0.0,0.0,20
