AveragePolicyStd,LossAfter,TotalExecTime,StdReturn,LossBefore,ExplainedVariance,NumTrajs,MaxKL,Time,MeanKL,ItrTime,AverageReturn,MinReturn,Entropy,Perplexity,MaxReturn
0.917354,-0.0503837,12.135847091674805,43.5889894354,0.00883335,0.0521322433635,20,4.9475,12.277724981307983,0.361199,12.27774167060852,10.0,0.0,2.64941,14.1457,200.0
0.922946,-0.0127347,11.524235725402832,395.569210126,0.00423855,0.720868654615,20,0.425541,23.889015436172485,0.0535741,11.59943962097168,895.0,200.0,2.65825,14.2713,1700.0
0.924532,-0.001853,11.856461763381958,425.910788781,0.00624684,0.785979784297,20,0.0974416,35.82817268371582,0.0161899,11.928889274597168,1240.0,200.0,2.66037,14.3015,2200.0
0.925792,-0.000231962,11.798084497451782,351.425667816,0.00612735,0.864835389795,20,0.0722371,47.73553156852722,0.00670787,11.899827480316162,1550.0,1100.0,2.66349,14.3463,2300.0
0.927578,-0.0227477,11.634026765823364,389.871773792,-0.0178385,0.853846054212,20,0.0754327,59.51757216453552,0.00797904,11.776999950408936,1600.0,900.0,2.66655,14.3903,2500.0
0.923902,-0.0131522,11.691206932067871,366.708330966,-0.00454316,0.868489729216,20,0.25197,71.28818798065186,0.0318781,11.764512777328491,1645.0,1000.0,2.65763,14.2625,2400.0
0.922864,-0.0537986,11.325093030929565,1263.56638132,0.000857575,0.530040051914,20,0.727621,82.70168447494507,0.249099,11.40648603439331,2980.0,1300.0,2.65536,14.2301,5400.0
