AverageReturn,TotalExecTime,ExplainedVariance,LossBefore,LossAfter,MaxReturn,AveragePolicyStd,Entropy,MaxKL,MinReturn,ItrTime,NumTrajs,StdReturn,Perplexity,MeanKL,Time
4025.0,6.429999351501465,0.213605037495,0.0233334,-0.09669,9500.0,0.87453,2.56857,1.69424,0.0,6.514774322509766,20,2804.79500142,13.0471,0.843312,6.514772653579712
17360.0,6.3238537311553955,0.854344613532,-0.00997256,-0.0366468,21000.0,0.884639,2.5919,0.133689,12900.0,6.3849873542785645,20,1825.4862366,13.3552,0.0561886,12.902099609375
19210.0,6.571329116821289,0.942572194308,-0.0230553,-0.0301503,21100.0,0.882329,2.58692,0.0612803,17100.0,6.606600999832153,20,1178.94020205,13.2887,0.00569515,19.521796226501465
19945.0,6.3535802364349365,0.963624029063,-0.0175053,-0.0255082,21100.0,0.877335,2.57539,0.0558307,18000.0,6.391663074493408,20,1024.4388708,13.1364,0.00915919,25.925697088241577
20220.0,6.121411085128784,0.969839822915,-0.0283299,-0.0367096,21300.0,0.873413,2.56664,0.0555973,17900.0,6.173522472381592,20,933.595201359,13.0219,0.0114307,32.10319995880127
20925.0,5.9742114543914795,0.988248534606,-0.0221058,-0.0302241,21500.0,0.867079,2.55247,0.0518151,19900.0,6.04801082611084,20,410.944035119,12.8388,0.00709014,38.15816068649292
20905.0,6.381994247436523,0.989536406309,0.00587774,-0.0022,21400.0,0.862244,2.54142,0.0743623,20000.0,6.417389869689941,20,405.555175038,12.6977,0.00665308,44.59376382827759
