MaxKL,TotalExecTime,MeanKL,MinReturn,Entropy,Time,NumTrajs,AverageReturn,LossBefore,Perplexity,StdReturn,ExplainedVariance,MaxReturn,AveragePolicyStd,ItrTime,LossAfter
0.0,19.792903900146484,0.0,0.0,2.67957,20.02804398536682,20,0.0,-0.0,14.5788,0.0,1,0.0,0.92455,20.02804970741272,-0.0
0.0,19.037287950515747,0.0,0.0,2.67957,39.320690393447876,20,0.0,-0.0,14.5788,0.0,1,0.0,0.92455,19.280163049697876,-0.0
0.0,18.61148691177368,0.0,0.0,2.67957,57.992013692855835,20,0.0,-0.0,14.5788,0.0,1,0.0,0.92455,18.668299913406372,-0.0
0.0,19.22260284423828,0.0,0.0,2.67957,77.32893919944763,20,0.0,-0.0,14.5788,0.0,1,0.0,0.92455,19.330464363098145,-0.0
0.0,19.208537340164185,0.0,0.0,2.67957,96.60924339294434,20,0.0,-0.0,14.5788,0.0,1,0.0,0.92455,19.263100624084473,-0.0
0.0,19.21958875656128,0.0,0.0,2.67957,115.9190776348114,20,0.0,-0.0,14.5788,0.0,1,0.0,0.92455,19.293931484222412,-0.0
0.0,19.400885343551636,0.0,0.0,2.67957,135.39882493019104,20,0.0,-0.0,14.5788,0.0,1,0.0,0.92455,19.469255924224854,-0.0
