LossAfter,TotalExecTime,AveragePolicyStd,MaxKL,ItrTime,LossBefore,MaxReturn,ExplainedVariance,MinReturn,Entropy,MeanKL,Perplexity,AverageReturn,StdReturn,NumTrajs,Time
0.0152369,6.057451486587524,0.58088,0.209147,6.12969970703125,0.0283503,100.0,0.0204838877103,0.0,1.73658,0.0335174,5.67789,7.5,26.3391343821,40,6.129692554473877
0.00804335,5.864432096481323,0.589009,0.290653,5.945151090621948,0.0342785,300.0,0.0512413710162,0.0,1.76493,0.0564891,5.84116,17.5,58.6834729715,40,12.082399845123291
-0.000562904,5.951189756393433,0.593691,0.407606,6.015760660171509,0.0352646,400.0,0.0808751945906,0.0,1.78207,0.0992695,5.94214,60.0,94.3398113206,40,18.105881452560425
-0.0839866,5.849045991897583,0.59877,0.902643,5.923485040664673,0.00609255,1000.0,0.251457148123,0.0,1.7997,0.340715,6.04784,412.5,258.057648598,40,24.03755784034729
-0.11489,6.131390333175659,0.599194,0.667403,6.220280170440674,-0.0287053,4900.0,0.765149093732,2400.0,1.80275,0.297138,6.06629,3557.5,654.556147324,40,30.275052309036255
-0.041931,6.137873411178589,0.595106,0.268307,6.2142932415008545,-0.0131138,7800.0,0.932957084507,4100.0,1.78839,0.087682,5.97985,6487.5,760.324766136,40,36.49361729621887
-0.0521758,6.013928651809692,0.593335,0.969967,6.078717231750488,0.0135226,7800.0,0.915747180206,3500.0,1.78184,0.188988,5.94076,6757.5,966.407652081,40,42.576168060302734
