1ProcessExecTime,1StdReturn,MeanKLBefore,0Entropy,1Entropy,0AveragePolicyStd,dLoss,0ProcessExecTime,1NumTrajs,0ExplainedVariance,1AverageReturn,1PolicyExecTime,LossAfter,0MinReturn,LossBefore,1ExplainedVariance,0PolicyExecTime,0NumTrajs,0Perplexity,0EnvExecTime,ItrTime,0StdReturn,MeanKL,1EnvExecTime,1MaxReturn,0AverageReturn,Time,1Perplexity,0MaxReturn,1AveragePolicyStd,1MinReturn,ComputeUpdatedDistTime
0.45681214332580566,0.0,0.0,2.83788,2.83788,1.0,0.0,0.355548620223999,400,1,0.0,13.11877727508545,0.0,0.0,0.0,1,2.8024251461029053,400,17.0795,9.19822359085083,50.39064931869507,0.0,0.0,12.698129177093506,0.0,0.0,50.39064693450928,17.0795,0.0,1.0,0.0,4.823670864105225
