LossAfter,AveragePolicyStd,ItrTime,AverageReturn,Time,MinReturn,NumTrajs,TotalExecTime,Entropy,MaxReturn,StdReturn,MeanKL,MaxKL,Perplexity,ExplainedVariance,LossBefore
-0.0,0.935103,19.972564697265625,0.0,19.972557544708252,0.0,20,19.774848461151123,2.7007,0.0,0.0,0.0,0.0,14.8902,1,-0.0
-0.0,0.935103,19.917492151260376,0.0,39.901923418045044,0.0,20,19.80129837989807,2.7007,0.0,0.0,0.0,0.0,14.8902,1,-0.0
-0.0,0.935103,20.257209062576294,0.0,60.16445779800415,0.0,20,20.192322492599487,2.7007,0.0,0.0,0.0,0.0,14.8902,1,-0.0
-0.0,0.935103,20.247316122055054,0.0,80.42087531089783,0.0,20,20.09868288040161,2.7007,0.0,0.0,0.0,0.0,14.8902,1,-0.0
-0.0,0.935103,20.64277458190918,0.0,101.07281446456909,0.0,20,20.406335830688477,2.7007,0.0,0.0,0.0,0.0,14.8902,1,-0.0
-0.0,0.935103,20.272128343582153,0.0,121.37924075126648,0.0,20,20.12678337097168,2.7007,0.0,0.0,0.0,0.0,14.8902,1,-0.0
-0.0,0.935103,19.856975555419922,0.0,141.25607657432556,0.0,20,19.736326932907104,2.7007,0.0,0.0,0.0,0.0,14.8902,1,-0.0
