MinReturn,Time,MaxKL,LossAfter,MaxReturn,NumTrajs,MeanKL,Perplexity,TotalExecTime,AveragePolicyStd,AverageReturn,ExplainedVariance,StdReturn,ItrTime,LossBefore,Entropy
200.0,7.337737560272217,135.308,-0.107914,3200.0,40,1.02213,16.3558,7.259536981582642,0.982009,1110.0,0.294902737722,760.854782465,7.337743759155273,-0.0158556,2.79458
0.0,15.367878675460815,12.9292,-0.0641293,6300.0,40,0.203169,16.0985,7.925809621810913,0.973309,2275.0,0.540262507944,1821.36624543,8.024613857269287,-0.012816,2.77873
300.0,22.44408369064331,8.46013,-0.0805947,5400.0,40,0.113173,15.9957,7.012392282485962,0.970086,2897.5,0.564789836086,1498.2468922,7.070810556411743,-0.0490148,2.77232
400.0,29.764410734176636,22.0558,-0.0672149,5700.0,40,0.119272,15.6084,7.27420973777771,0.958199,3580.0,0.637586493037,1326.3106725,7.3071534633636475,-0.0297772,2.74781
400.0,37.410529375076294,2.63759,-0.0248485,5500.0,40,0.097777,15.3778,7.594664812088013,0.951102,3087.5,0.621007256719,1540.1603001,7.642347812652588,0.0110301,2.73292
600.0,45.44786334037781,12.803,-0.0766828,6000.0,40,0.0731378,15.4628,7.991790056228638,0.953747,3685.0,0.647581916711,1330.70470053,8.022647380828857,-0.0485138,2.73844
0.0,53.04332256317139,7.61329,-0.0645481,6100.0,40,0.119876,15.0922,7.551555156707764,0.942192,3747.5,0.632848328086,1700.73329773,7.590855598449707,-0.0201523,2.71418
