Entropy,MeanKL,Time,Perplexity,StdReturn,MaxKL,AverageReturn,LossAfter,ItrTime,TotalExecTime,MinReturn,LossBefore,ExplainedVariance,MaxReturn,AveragePolicyStd,NumTrajs
2.4367,0.941786,4.960296392440796,11.4353,89.3028554975,2.58269,55.0,-0.0864474,4.960302114486694,4.857937574386597,0.0,0.00995278,0.105895017522,400.0,0.82843,40
2.44666,1.82433,9.420075416564941,11.5497,905.248584644,2.8373,4055.0,-0.241612,4.455280542373657,4.392491340637207,2100.0,-0.0224505,0.726874082146,6200.0,0.833733,40
2.43543,2.24791,13.016521692276001,11.4207,666.6333325,4.89165,1410.0,-0.223607,3.5912983417510986,3.5614988803863525,200.0,0.0173595,0.390393572902,3300.0,0.829476,40
2.44411,2.46161,17.525407075881958,11.5203,510.171539779,3.96176,1235.0,-0.233474,4.504198312759399,4.472279071807861,300.0,0.0636007,0.441118277577,2600.0,0.832402,40
2.47591,1.01136,21.28142237663269,11.8925,850.749669409,2.02694,4015.0,-0.118756,3.7475104331970215,3.7087531089782715,2200.0,-0.0122068,0.689747013394,5700.0,0.844413,40
2.46981,3.2,25.24655032157898,11.8202,772.512135827,4.71029,4485.0,-0.330812,3.957777500152588,3.9249658584594727,2800.0,-0.0155074,0.807489141702,6300.0,0.842459,40
2.46205,1.37481,30.464191913604736,11.7289,442.12554778,4.63234,955.0,-0.0911998,5.21056056022644,5.165067434310913,200.0,0.0301941,0.414341587273,2000.0,0.839523,40
