Perplexity,ExplainedVariance,Time,Entropy,MinReturn,LossBefore,TotalExecTime,StdReturn,AverageReturn,NumTrajs,AveragePolicyStd,MaxReturn,ItrTime,LossAfter,MaxKL,MeanKL
14.8902,0.677136729967,10.840591669082642,2.7007,0.0,-0.00347037,10.74625539779663,290.645832587,495.0,20,0.935103,800.0,10.840597152709961,-0.0593451,3.35705,0.314492
14.8386,0.900873286369,21.673316955566406,2.69723,400.0,-0.0195192,10.715759038925171,137.840487521,700.0,20,0.933388,1100.0,10.827744245529175,-0.0226547,0.0953103,0.00368231
14.6945,0.882485888157,32.4989333152771,2.68747,300.0,-0.0022911,10.761640787124634,153.21553446,655.0,20,0.928833,900.0,10.817247867584229,-0.00717312,0.11524,0.0121403
14.6777,0.90363955225,43.20228028297424,2.68633,500.0,-0.0166123,10.628942728042603,128.452325787,750.0,20,0.92837,1000.0,10.694815158843994,-0.024188,0.0886272,0.0187052
14.5563,0.846972050554,53.38745355606079,2.67802,700.0,0.00109331,10.104321479797363,264.764045897,930.0,20,0.924389,1600.0,10.179332256317139,-0.00793296,0.11451,0.017773
14.5642,0.894036659975,63.76770830154419,2.67857,800.0,0.00500988,10.310336828231812,146.543508898,995.0,20,0.924706,1300.0,10.37502932548523,-0.000513755,0.04469,0.00790083
14.6007,0.734126988953,74.36697506904602,2.68107,800.0,0.0175453,10.543704509735107,339.816126751,1195.0,20,0.926046,2100.0,10.59378170967102,0.0117401,0.133407,0.0141367
