MaxKL,MinReturn,Perplexity,AveragePolicyStd,MaxReturn,MeanKL,LossBefore,TotalExecTime,StdReturn,Time,AverageReturn,Entropy,NumTrajs,ItrTime,LossAfter,ExplainedVariance
0.0,0.0,14.777,0.930467,0.0,0.0,-0.0,12.324411392211914,0.0,12.428358793258667,0.0,2.69307,20,12.42836594581604,-0.0,1
0.430762,0.0,14.777,0.930467,300.0,0.0521485,-0.0110387,11.94008183479309,65.3834841531,24.475634574890137,15.0,2.69307,20,12.04278826713562,-0.034632,0.0725950823765
1.26943,0.0,14.6957,0.927993,400.0,0.187529,0.00600431,12.027343511581421,155.804364509,36.548418283462524,165.0,2.68755,20,12.06953477859497,-0.051016,0.471746452912
0.208013,300.0,14.7399,0.929369,900.0,0.0242025,-0.00789012,11.612091541290283,185.674446276,48.1969952583313,545.0,2.69056,20,11.64561676979065,-0.0212464,0.809369132263
0.244805,300.0,14.6818,0.927675,1500.0,0.0432431,-0.0299736,11.50554370880127,233.39880034,59.77502512931824,795.0,2.68661,20,11.570122241973877,-0.0434287,0.838872470329
0.488602,800.0,14.4635,0.920846,6300.0,0.110413,0.0156657,11.81385850906372,1618.67229543,71.69132828712463,2130.0,2.67162,20,11.9001305103302,-0.0153152,0.297760817457
0.890592,9400.0,14.5772,0.924579,18600.0,0.130779,-0.00532675,11.975286483764648,2862.24998908,83.74475240707397,15005.0,2.67946,20,12.037606954574585,-0.0390732,0.689382899194
