Perplexity,LossBefore,ExplainedVariance,StdReturn,ItrTime,MeanKL,MaxReturn,Time,AverageReturn,Entropy,LossAfter,MinReturn,MaxKL,AveragePolicyStd,NumTrajs,TotalExecTime
11.639,-0.0255163,0.793481958519,110.0,8.760412216186523,0.0702666,400.0,8.760406970977783,270.0,2.45436,-0.044607,0.0,0.515099,0.827472,20,8.692533016204834
11.3458,0.0074636,0.274932959596,504.380808517,8.571335315704346,0.00320311,2000.0,17.33559226989746,440.0,2.42884,0.00403958,0.0,0.00936121,0.817358,20,8.526228189468384
11.3882,0.0139081,0.235234458239,781.840776629,8.13541316986084,0.0252891,3600.0,25.47669506072998,735.0,2.43258,0.00359444,300.0,0.0565187,0.81897,20,8.10295557975769
11.4676,0.0019773,0.1743321283,1919.70700889,8.559886455535889,0.0641866,7100.0,34.04081988334656,3485.0,2.43953,-0.0236002,900.0,0.211323,0.822004,20,8.524181842803955
11.479,0.000935968,0.502097606264,3804.66489983,8.408377647399902,0.0694971,28800.0,42.46005582809448,20845.0,2.44052,-0.0223719,13500.0,0.169636,0.822837,20,8.358082294464111
11.4844,-0.00971646,0.790389434975,3916.00561797,8.720716714859009,0.0123886,35600.0,51.189061880111694,30430.0,2.44099,-0.0158276,24100.0,0.0903216,0.822779,20,8.683154582977295
11.4287,-0.0175671,0.90075138456,2124.6823292,9.348890542984009,0.0264162,38400.0,60.54246807098389,34185.0,2.43613,-0.0269043,29900.0,0.0627902,0.820777,20,9.3083176612854
