LossAfter,NumTrajs,TotalExecTime,MeanKL,AverageReturn,Time,Perplexity,LossBefore,MaxKL,StdReturn,ItrTime,MaxReturn,MinReturn,AveragePolicyStd,Entropy,ExplainedVariance
-0.0,20,6.687391042709351,0.0,0.0,6.760425806045532,14.1457,-0.0,0.0,0.0,6.760432004928589,0.0,0.0,0.917354,2.64941,1
-0.0,20,6.469510793685913,0.0,0.0,13.332153797149658,14.1457,-0.0,0.0,0.0,6.566198825836182,0.0,0.0,0.917354,2.64941,1
-0.0,20,6.329961538314819,0.0,0.0,19.730745315551758,14.1457,-0.0,0.0,0.0,6.395688772201538,0.0,0.0,0.917354,2.64941,1
-0.0,20,6.44382381439209,0.0,0.0,26.22485041618347,14.1457,-0.0,0.0,0.0,6.483973026275635,0.0,0.0,0.917354,2.64941,1
-0.0,20,6.6880011558532715,0.0,0.0,32.95584034919739,14.1457,-0.0,0.0,0.0,6.720794677734375,0.0,0.0,0.917354,2.64941,1
-0.0,20,6.3028199672698975,0.0,0.0,39.33435678482056,14.1457,-0.0,0.0,0.0,6.370535135269165,0.0,0.0,0.917354,2.64941,1
-0.0,20,6.325097560882568,0.0,0.0,45.72019958496094,14.1457,-0.0,0.0,0.0,6.3694751262664795,0.0,0.0,0.917354,2.64941,1
