Entropy,MeanKL,ExplainedVariance,Perplexity,StdReturn,TotalExecTime,Time,MinReturn,AverageReturn,AveragePolicyStd,MaxKL,LossBefore,MaxReturn,ItrTime,LossAfter,NumTrajs
2.40341,1.10454,0.35303775088,11.0609,542.534561111,4.7515552043914795,4.818231582641602,300.0,1162.5,0.805297,6.41708,0.0178703,2600.0,4.818234443664551,-0.115865,40
2.42128,0.0811984,0.779812184551,11.2603,1305.50517042,4.657337665557861,9.550293445587158,2800.0,5037.5,0.812065,1.03941,-0.0145224,7400.0,4.729586601257324,-0.0562985,40
2.41402,0.0189417,0.896344952105,11.1788,886.252644566,4.549536943435669,14.145394802093506,2100.0,5842.5,0.809106,0.621106,-0.0409605,7400.0,4.5856122970581055,-0.0607192,40
2.39354,0.0181974,0.863667075854,10.9522,1233.60244812,4.662133693695068,18.88176965713501,3200.0,6165.0,0.800889,0.143645,-0.0395447,7800.0,4.730400085449219,-0.0573181,40
2.37377,0.0964705,0.908312997616,10.7378,803.70625853,4.714045524597168,23.668883562088013,4300.0,6457.5,0.793006,3.17194,-0.0620948,7800.0,4.77114725112915,-0.0954201,40
2.34272,0.0427834,0.896719578691,10.4095,1073.02143501,4.728902578353882,28.458281993865967,3300.0,6525.0,0.78083,1.27248,-0.0381899,8200.0,4.784414768218994,-0.0584669,40
2.32363,0.0749324,0.877911626439,10.2126,1125.28885181,4.7560975551605225,33.26495718955994,2400.0,6515.0,0.773304,6.30418,-0.0301784,8000.0,4.801093578338623,-0.0581571,40
