ExplainedVariance,ItrTime,MaxKL,StdReturn,AveragePolicyStd,MaxReturn,Time,LossBefore,AverageReturn,MeanKL,NumTrajs,TotalExecTime,Entropy,Perplexity,MinReturn,LossAfter
1,4.378319025039673,0.0,0.0,0.82843,0.0,4.378312349319458,-0.0,0.0,0.0,40,4.285977602005005,2.4367,11.4353,0.0,-0.0
1,3.485640525817871,0.0,0.0,0.82843,0.0,7.8684258460998535,-0.0,0.0,0.0,40,3.417876958847046,2.4367,11.4353,0.0,-0.0
1,4.353691339492798,0.0,0.0,0.82843,0.0,12.230385303497314,-0.0,0.0,0.0,40,4.323920249938965,2.4367,11.4353,0.0,-0.0
1,3.501356840133667,0.0,0.0,0.82843,0.0,15.735426664352417,-0.0,0.0,0.0,40,3.4621522426605225,2.4367,11.4353,0.0,-0.0
1,3.878228187561035,0.0,0.0,0.82843,0.0,19.6213116645813,-0.0,0.0,0.0,40,3.845862865447998,2.4367,11.4353,0.0,-0.0
1,2.970604658126831,0.0,0.0,0.82843,0.0,22.596795320510864,-0.0,0.0,0.0,40,2.940948247909546,2.4367,11.4353,0.0,-0.0
1,3.9797513484954834,0.0,0.0,0.82843,0.0,26.581369876861572,-0.0,0.0,0.0,40,3.92077898979187,2.4367,11.4353,0.0,-0.0
