0AveragePolicyStd,dLoss,1MaxReturn,0ExplainedVariance,1StdReturn,1ExplainedVariance,0Entropy,LossAfter,0NumTrajs,1PolicyExecTime,1AverageReturn,0EnvExecTime,1Entropy,0ProcessExecTime,0Perplexity,Time,LossBefore,1AveragePolicyStd,0AverageReturn,0MaxReturn,1ProcessExecTime,MeanKL,1EnvExecTime,0PolicyExecTime,0MinReturn,1MinReturn,ComputeUpdatedDistTime,0StdReturn,1Perplexity,MeanKLBefore,1NumTrajs,ItrTime
0.78135,0.0,0.0,1,0.0,1,2.34362,0.0,1200,34.34912443161011,0.0,18.163309335708618,2.34362,0.8511791229248047,10.4188,2370.6826779842377,0.0,0.78135,0.0,0.0,0.9507613182067871,0.0,21.00395107269287,20.439220428466797,0.0,0.0,0.07637286186218262,0.0,10.4188,0.0,1200,99.4182641506195
0.78135,0.0,0.0,1,0.0,1,2.34362,0.0,1200,35.37751030921936,0.0,17.42704749107361,2.34362,0.8092234134674072,10.4188,2469.7079062461853,0.0,0.78135,0.0,0.0,0.9431135654449463,0.0,20.65634250640869,18.095322370529175,0.0,0.0,0.08741116523742676,0.0,10.4188,0.0,1200,97.0151789188385
0.78135,0.0,0.0,1,0.0,1,2.34362,0.0,1200,34.05401802062988,0.0,18.127736568450928,2.34362,0.8451261520385742,10.4188,2567.9345631599426,0.0,0.78135,0.0,0.0,0.914884090423584,0.0,20.056278467178345,18.809231519699097,0.0,0.0,0.08027529716491699,0.0,10.4188,0.0,1200,96.38413190841675
0.78135,0.0,0.0,1,0.0,1,2.34362,0.0,1200,31.01180624961853,0.0,18.29369878768921,2.34362,0.84828782081604,10.4188,2662.552805662155,0.0,0.78135,0.0,0.0,0.8515293598175049,0.0,18.840646266937256,19.22695779800415,0.0,0.0,0.08030295372009277,0.0,10.4188,0.0,1200,92.81484532356262
0.78135,0.0,0.0,1,0.0,1,2.34362,0.0,1200,31.417863368988037,0.0,17.577433109283447,2.34362,0.8168652057647705,10.4188,2758.023870229721,0.0,0.78135,0.0,0.0,0.8608183860778809,0.0,19.15181827545166,19.954700469970703,0.0,0.0,0.07926201820373535,0.0,10.4188,0.0,1200,93.44233822822571
0.78135,0.0,0.0,1,0.0,1,2.34362,0.0,1200,33.81091260910034,0.0,17.488126277923584,2.34362,0.8128392696380615,10.4188,2857.430418252945,0.0,0.78135,0.0,0.0,0.931931734085083,0.0,20.701472520828247,20.056060552597046,0.0,0.0,0.07725262641906738,0.0,10.4188,0.0,1200,97.52248644828796
0.78135,0.0,0.0,1,0.0,1,2.34362,0.0,1200,37.14589548110962,0.0,18.3637592792511,2.34362,0.8558158874511719,10.4188,2961.3886914253235,0.0,0.78135,0.0,0.0,0.9946377277374268,0.0,22.12352228164673,18.881431102752686,0.0,0.0,0.08303284645080566,0.0,10.4188,0.0,1200,102.12890028953552
0.78135,0.0,0.0,1,0.0,1,2.34362,0.0,1200,34.878294944763184,0.0,18.345983028411865,2.34362,0.85707688331604,10.4188,3061.145873069763,0.0,0.78135,0.0,0.0,0.9109869003295898,0.0,20.354451417922974,18.863659858703613,0.0,0.0,0.11041522026062012,0.0,10.4188,0.0,1200,97.9246015548706
0.78135,0.0,0.0,1,0.0,1,2.34362,0.0,1200,32.469884634017944,0.0,17.565375566482544,2.34362,0.8253328800201416,10.4188,3155.5202298164368,0.0,0.78135,0.0,0.0,0.866549015045166,0.0,19.030317068099976,18.513551950454712,0.0,0.0,0.07581782341003418,0.0,10.4188,0.0,1200,92.88632702827454
0.78135,0.0,0.0,1,0.0,1,2.34362,0.0,1200,31.2138888835907,0.0,18.926262378692627,2.34362,0.8647890090942383,10.4188,3252.164977788925,0.0,0.78135,0.0,0.0,0.8527777194976807,0.0,19.06813383102417,19.85779070854187,0.0,0.0,0.07822060585021973,0.0,10.4188,0.0,1200,94.5577290058136
0.78135,0.0,0.0,1,0.0,1,2.34362,0.0,1200,32.6131808757782,0.0,17.90337872505188,2.34362,0.8308770656585693,10.4188,3350.5945811271667,0.0,0.78135,0.0,0.0,0.8977267742156982,0.0,19.905377626419067,20.685868978500366,0.0,0.0,0.07730627059936523,0.0,10.4188,0.0,1200,96.5311050415039
0.78135,0.0,0.0,1,0.0,1,2.34362,0.0,1200,34.9909987449646,0.0,18.447688579559326,2.34362,0.8637356758117676,10.4188,3453.826866865158,0.0,0.78135,0.0,0.0,0.9660577774047852,0.0,21.367847442626953,20.915724992752075,0.0,0.0,0.09222078323364258,0.0,10.4188,0.0,1200,101.38809275627136
0.78135,0.0,0.0,1,0.0,1,2.34362,0.0,1200,36.06618285179138,0.0,18.148513793945312,2.34362,0.8514487743377686,10.4188,3555.530046224594,0.0,0.78135,0.0,0.0,0.9693169593811035,0.0,21.290669441223145,18.870941400527954,0.0,0.0,0.08038616180419922,0.0,10.4188,0.0,1200,99.87793827056885
0.78135,0.0,0.0,1,0.0,1,2.34362,0.0,1200,33.95481610298157,0.0,18.01348042488098,2.34362,0.8442332744598389,10.4188,3653.6798923015594,0.0,0.78135,0.0,0.0,0.9001545906066895,0.0,19.85447645187378,18.829630136489868,0.0,0.0,0.07893991470336914,0.0,10.4188,0.0,1200,96.13411808013916
0.78135,0.0,0.0,1,0.0,1,2.34362,0.0,1200,32.82730484008789,0.0,18.438231945037842,2.34362,0.855046272277832,10.4188,3750.760840177536,0.0,0.78135,0.0,0.0,0.8693721294403076,0.0,19.17343020439148,19.3889422416687,0.0,0.0,0.09509539604187012,0.0,10.4188,0.0,1200,95.22228193283081
0.78135,0.0,0.0,1,0.0,1,2.34362,0.0,1200,31.674023866653442,0.0,18.097827911376953,2.34362,0.8326482772827148,10.4188,3846.703641653061,0.0,0.78135,0.0,0.0,0.8747031688690186,0.0,19.285638093948364,19.63221836090088,0.0,0.0,0.0984182357788086,0.0,10.4188,0.0,1200,94.1179986000061
0.78135,0.0,0.0,1,0.0,1,2.34362,0.0,1200,33.55014395713806,0.0,18.076311111450195,2.34362,0.8446245193481445,10.4188,3947.01127910614,0.0,0.78135,0.0,0.0,0.9256978034973145,0.0,20.531837224960327,20.830960750579834,0.0,0.0,0.07757902145385742,0.0,10.4188,0.0,1200,98.41278648376465
0.78135,0.0,0.0,1,0.0,1,2.34362,0.0,1200,35.21050453186035,0.0,18.097890615463257,2.34362,0.8495125770568848,10.4188,4049.720362186432,0.0,0.78135,0.0,0.0,0.9920675754547119,0.0,21.82121205329895,20.465847730636597,0.0,0.0,0.0735628604888916,0.0,10.4188,0.0,1200,101.14957022666931
0.78135,0.00334826958715,400.0,1,11.5421931288,0.044347690439,2.34362,-0.00334826949984,1200,35.962196588516235,0.333333333333,17.33450698852539,2.34362,0.8089733123779297,10.4188,4149.384443998337,8.73114913702e-11,0.78135,0.0,0.0,0.9486789703369141,0.00551070040092,21.182711601257324,18.17529320716858,0.0,0.0,0.11063623428344727,0.0,10.4188,0.0,1200,97.74604201316833
0.785662,0.00537783442996,2700.0,0.0889842931626,936.303276929,0.615306699064,2.35479,-0.0053778346628,1200,34.05322456359863,533.583333333,17.21978759765625,2.35615,0.8065202236175537,10.536,4245.535152196884,-2.32830643654e-10,0.786165,4.25,1400.0,0.9048905372619629,0.00760807609186,20.06009793281555,17.792051315307617,0.0,0.0,0.09811997413635254,65.5001590329,10.5503,7.45057882057e-09,1200,94.1766791343689
0.773,0.00922418828122,2500.0,0.0148132596932,717.526998137,0.604778605703,2.32217,-0.00922419130802,1200,30.561124801635742,386.583333333,18.166942596435547,2.32319,0.8408424854278564,10.1978,4339.006587028503,-3.0267983675e-09,0.773428,0.0833333333333,100.0,0.8438255786895752,0.00732577778399,18.58425283432007,19.17341661453247,0.0,0.0,0.08286786079406738,2.8855482822,10.2082,-3.72528941028e-09,1200,91.47050523757935
0.762803,0.00647911429405,2600.0,0.0614812388102,851.837083407,0.62743883882,2.29487,-0.00647911429405,1200,30.944467067718506,484.5,18.18239688873291,2.29559,0.8497858047485352,9.92317,4435.038078784943,0.0,0.763071,2.66666666667,1500.0,0.851189374923706,0.00771224638447,18.80273127555847,21.132848262786865,0.0,0.0,0.07526111602783203,57.2382933203,9.93031,0.0,1200,94.16764521598816
0.754185,0.00426634901669,1300.0,1,45.6067124689,0.0618382404691,2.27205,-0.00426634866744,1200,34.281895875930786,1.83333333333,17.958368062973022,2.27205,0.8530573844909668,9.69923,4536.165704965591,3.49245965481e-10,0.754185,0.0,0.0,0.9419691562652588,0.00478016212583,21.032913208007812,20.618367195129395,0.0,0.0,0.0727381706237793,0.0,9.69923,0.0,1200,99.16411018371582
0.754384,0.00443907710724,2900.0,0.0907419924768,1109.54584052,0.594489166374,2.27262,-0.00443907547742,1200,36.43934988975525,638.833333333,18.498475551605225,2.27361,0.8584589958190918,9.70481,4638.388062953949,1.62981450558e-09,0.75479,16.0,1900.0,0.9616031646728516,0.00728005869314,21.3850998878479,19.123230695724487,0.0,0.0,0.07841920852661133,138.0,9.71439,0.0,1200,100.6142885684967
0.744027,0.00523114087991,2900.0,0.167240764403,1103.26473855,0.595333604606,2.24578,-0.00523114111274,1200,35.353397846221924,634.5,17.762847423553467,2.24705,0.8292913436889648,9.44781,4737.946677684784,-2.32830643654e-10,0.744465,25.1666666667,2000.0,0.938453197479248,0.00989837385714,20.75762391090393,18.41581439971924,0.0,0.0,0.08068561553955078,188.900252926,9.45976,0.0,1200,97.39485716819763
0.729636,0.00517782685347,2800.0,0.119130173167,1100.75337522,0.596712320578,2.20727,-0.00517782848328,1200,33.30025577545166,633.916666667,17.86904239654541,2.20581,0.833580493927002,9.09084,4834.304633140564,-1.62981450558e-09,0.729114,18.8333333333,2200.0,0.8764424324035645,0.00654483307153,19.5149188041687,18.70969533920288,0.0,0.0,0.07658863067626953,157.359372845,9.07764,-7.45057793239e-09,1200,94.4516932964325
0.718479,0.00496279378422,2900.0,0.151519684764,1010.16120826,0.579491505474,2.17664,-0.00496279355139,1200,32.0960693359375,579.0,17.80351948738098,2.17881,0.8299655914306641,8.81663,4930.046359062195,2.32830643654e-10,0.719277,22.5,1900.0,0.880352258682251,0.00714030629024,19.67898392677307,19.133039712905884,0.0,0.0,0.09888172149658203,174.003112999,8.8358,7.45057793239e-09,1200,93.86848545074463
0.709723,0.00424917438067,2900.0,0.138769983388,1134.24804998,0.592013231762,2.15207,-0.00424917507917,1200,31.958484649658203,653.833333333,18.426384687423706,2.15187,0.8362445831298828,8.6026,5027.972579956055,-6.98491930962e-10,0.709665,21.8333333333,2100.0,0.857079029083252,0.00999850220978,19.487317085266113,20.979626178741455,0.0,0.0,0.07612085342407227,181.447803942,8.6009,0.0,1200,95.93762922286987
0.698387,0.00412123085698,2900.0,0.075137812811,1091.68103998,0.593632072719,2.11932,-0.00412122998387,1200,33.5609335899353,628.416666667,17.653912782669067,2.11886,0.7996950149536133,8.32544,5126.629750728607,8.73114913702e-10,0.698215,12.5,1800.0,0.8951947689056396,0.0072242715396,20.63650345802307,19.985835790634155,0.0,0.0,0.07435226440429688,118.083656786,8.32164,0.0,1200,96.85741138458252
0.689005,0.00141633447492,3000.0,0.0947688354149,1151.14286207,0.592308162863,2.09143,-0.00141633488238,1200,35.7336630821228,663.666666667,17.665937662124634,2.09839,0.7814750671386719,8.09649,5226.2632846832275,-4.07453626394e-10,0.691475,16.5,2100.0,0.9203479290008545,0.00863206386566,21.121921062469482,18.256860971450806,0.0,0.0,0.08130812644958496,162.258281761,8.153,7.45057882057e-09,1200,97.94173264503479
0.666989,0.00524806576141,2800.0,0.0997679724641,996.276400738,0.563199677401,2.02632,-0.00524806929752,1200,33.50508427619934,570.0,18.303876161575317,2.02673,0.815558910369873,7.58613,5323.208254098892,-3.53611540049e-09,0.667174,22.9166666667,2000.0,0.8614168167114258,0.00883199088275,19.752084255218506,18.839736223220825,0.0,0.0,0.08081722259521484,169.656004085,7.58923,0.0,1200,95.46121835708618
0.658771,0.00129468552768,3000.0,0.108052626685,1157.98025494,0.589456287541,2.00025,-0.00129468529485,1200,30.486154079437256,667.75,17.660020112991333,2.00472,0.7750222682952881,7.39087,5416.554102897644,2.32830643654e-10,0.660282,27.75,1900.0,0.8032102584838867,0.0045740311034,18.70884680747986,18.448803424835205,0.0,0.0,0.07937240600585938,193.188002129,7.42404,2.23517311326e-08,1200,91.45650911331177
0.654157,0.00365002977196,2900.0,0.0959853992893,1129.88121303,0.595818434338,1.98689,-0.00365002965555,1200,30.443209648132324,651.333333333,18.036437034606934,1.98619,0.8036403656005859,7.29278,5509.939923286438,1.16415321827e-10,0.653939,21.75,1900.0,0.8149387836456299,0.00808631349355,18.673070669174194,19.283262252807617,0.0,0.0,0.08244681358337402,171.664219238,7.2877,0.0,1200,91.4668459892273
0.641614,0.000848244875669,3000.0,0.127198884553,1162.66926784,0.585512124712,1.9474,-0.000848244410008,1200,33.59375548362732,670.416666667,17.89658761024475,1.94994,0.8035910129547119,7.01046,5609.526717424393,4.65661287308e-10,0.642548,29.9166666667,2100.0,0.9031932353973389,0.00907214917243,20.779061555862427,20.401652097702026,0.0,0.0,0.07397103309631348,202.723110972,7.0283,0.0,1200,97.77669501304626
0.646832,0.00334130437113,2900.0,0.10265380408,1116.58765579,0.591277564654,1.96074,-0.00334130506963,1200,36.270427942276,641.916666667,17.873115062713623,1.96616,0.7968075275421143,7.10459,5710.313934087753,-6.98491930962e-10,0.648601,17.25,2000.0,0.9390332698822021,0.00771411089227,21.54886555671692,18.434134006500244,0.0,0.0,0.08177518844604492,147.571804556,7.14318,0.0,1200,99.27568793296814
0.637706,0.00220947642811,3000.0,0.0608497916206,1145.27216258,0.601492528894,1.92923,-0.00220947642811,1200,34.29787611961365,660.083333333,17.700831413269043,1.92839,0.7859127521514893,6.88419,5807.886118650436,0.0,0.63746,8.0,1700.0,0.8875856399536133,0.00716417189687,20.30954122543335,18.245332717895508,0.0,0.0,0.07944703102111816,94.9701707555,6.87844,0.0,1200,95.56585597991943
0.631834,0.000971732399194,2900.0,0.0633021713587,1143.94619143,0.592258994749,1.91205,-0.000971730682068,1200,31.520074605941772,659.333333333,18.06799030303955,1.91277,0.8157825469970703,6.76694,5901.684064865112,1.71712599695e-09,0.632139,10.1666666667,1600.0,0.8142893314361572,0.00941761769354,18.467719078063965,18.973721981048584,0.0,0.0,0.08071565628051758,109.529169124,6.77183,7.45057793239e-09,1200,91.95740866661072
