AverageReturn,Time,LossBefore,Entropy,LossAfter,StdReturn,TotalExecTime,MaxReturn,MinReturn,MaxKL,MeanKL,NumTrajs,ExplainedVariance,AveragePolicyStd,Perplexity,ItrTime
0.0,17.513237476348877,-0.0,2.83788,-0.0,0.0,17.25153660774231,0.0,0.0,0.0,0.0,20,1,1.0,17.0795,17.513243675231934
5.0,32.75088715553284,-0.00917784,2.83788,0.0563708,21.7944947177,14.952461242675781,100.0,0.0,78.7016,0.863148,20,0.0736355014833,1.0,17.0795,15.222808599472046
0.0,50.78812336921692,-0.0,2.83329,-0.0,0.0,17.84797239303589,0.0,0.0,0.0,0.0,20,1,0.997708,17.0013,18.031567811965942
45.0,67.13207459449768,-0.0222062,2.83329,0.0409209,156.444878472,16.07258152961731,700.0,0.0,64.2525,0.534793,20,0.161594764967,0.997708,17.0013,16.296611309051514
80.0,84.31991410255432,-0.0148929,2.82219,37.4221,206.397674406,17.049067974090576,800.0,0.0,10866.2,201.728,20,0.248956391332,0.992189,16.8136,17.156877756118774
70.0,101.59600043296814,0.0147347,2.81474,-0.965366,212.367605816,17.109198808670044,800.0,0.0,714.65,7.40313,20,0.0863125057513,0.9885,16.6888,17.258399963378906
60.0,115.66353178024292,0.0125453,2.82211,0.0113649,190.787840283,13.858123779296875,800.0,0.0,0.00235958,0.000291217,20,0.532433426441,0.992159,16.8122,14.063005685806274
