Entropy,Perplexity,Time,LossAfter,LossBefore,StdReturn,TotalExecTime,MinReturn,AverageReturn,AveragePolicyStd,MeanKL,MaxReturn,ItrTime,ExplainedVariance,NumTrajs,MaxKL
2.7007,14.8902,17.457388639450073,-0.0,-0.0,0.0,17.326892614364624,0.0,0.0,0.935103,0.0,0.0,17.457395315170288,1,20,0.0
2.7007,14.8902,34.592875480651855,-0.0,-0.0,0.0,16.9415123462677,0.0,0.0,0.935103,0.0,0.0,17.1319580078125,1,20,0.0
2.7007,14.8902,51.57648324966431,-0.0,-0.0,0.0,16.844183206558228,0.0,0.0,0.935103,0.0,0.0,16.978755950927734,1,20,0.0
2.7007,14.8902,68.64335370063782,-0.0,-0.0,0.0,16.985873460769653,0.0,0.0,0.935103,0.0,0.0,17.051958799362183,1,20,0.0
2.7007,14.8902,85.70089411735535,-0.0,-0.0,0.0,16.93907928466797,0.0,0.0,0.935103,0.0,0.0,17.05235266685486,1,20,0.0
2.7007,14.8902,102.29249858856201,-0.0,-0.0,0.0,16.470996379852295,0.0,0.0,0.935103,0.0,0.0,16.585219621658325,1,20,0.0
2.7007,14.8902,120.32904553413391,-0.0,-0.0,0.0,17.83561062812805,0.0,0.0,0.935103,0.0,0.0,18.03024387359619,1,20,0.0
