Perplexity,MaxReturn,AverageReturn,NumTrajs,ExplainedVariance,MinReturn,StdReturn,Time,LossBefore,AveragePolicyStd,TotalExecTime,LossAfter,Entropy,MeanKL,MaxKL,ItrTime
21.7921,2400.0,780.0,20,0.308126084833,0.0,730.47929471,25.26845359802246,-0.00505226,1.12957,25.16448187828064,-0.00872504,3.08155,0.00462041,1.01589,25.2684588432312
21.6823,2900.0,530.0,20,0.361774127919,0.0,704.343666118,49.211621046066284,0.00467096,1.12672,23.847625970840454,0.00257965,3.0765,0.00936055,0.442472,23.935276746749878
21.733,5200.0,1735.0,20,0.417044276103,0.0,1573.61844168,74.95038723945618,0.00827802,1.12804,25.65221118927002,0.00622987,3.07883,0.00121343,0.146716,25.731045722961426
21.8231,4200.0,855.0,20,0.339112280966,0.0,1160.80790831,104.08531594276428,-0.000442687,1.13037,28.948190689086914,-0.00287086,3.08297,0.00411243,0.531562,29.13097858428955
21.8183,4900.0,605.0,20,0.311589037345,0.0,1109.71843276,130.70371556282043,-0.00465261,1.13025,26.509808778762817,-0.00748385,3.08275,0.00559864,0.295616,26.61134171485901
21.7676,3300.0,775.0,20,0.406313011243,0.0,933.206836666,155.22061491012573,-0.00486648,1.12893,24.39068841934204,-0.00801515,3.08042,0.00561693,0.0990146,24.50756335258484
21.7147,4500.0,990.0,20,0.361824277029,0.0,1021.71424577,180.0962996482849,-0.0187317,1.12757,24.776294946670532,-0.0211175,3.07799,0.00291369,3.63193,24.870182037353516
