Perplexity,MeanKL,LossAfter,StdReturn,Entropy,LossBefore,MaxReturn,Time,ItrTime,AveragePolicyStd,ExplainedVariance,MinReturn,TotalExecTime,AverageReturn,NumTrajs,MaxKL
11.7087,0.0,-0.0,0.0,2.46033,-0.0,0.0,8.081485986709595,8.081490516662598,0.828509,1,0.0,7.998270273208618,0.0,20,0.0
11.7087,0.0,-0.0,0.0,2.46033,-0.0,0.0,15.865806102752686,7.780812740325928,0.828509,1,0.0,7.726855278015137,0.0,20,0.0
11.7087,0.0,-0.0,0.0,2.46033,-0.0,0.0,23.677119731903076,7.807652473449707,0.828509,1,0.0,7.77609395980835,0.0,20,0.0
11.7087,0.0,-0.0,0.0,2.46033,-0.0,0.0,31.2665958404541,7.5844457149505615,0.828509,1,0.0,7.53053617477417,0.0,20,0.0
11.7087,0.0,-0.0,0.0,2.46033,-0.0,0.0,39.22237205505371,7.949472188949585,0.828509,1,0.0,7.8993494510650635,0.0,20,0.0
11.7087,0.0,-0.0,0.0,2.46033,-0.0,0.0,47.10037326812744,7.869538307189941,0.828509,1,0.0,7.829981803894043,0.0,20,0.0
11.7087,0.0,-0.0,0.0,2.46033,-0.0,0.0,54.861141204833984,7.7558982372283936,0.828509,1,0.0,7.710662841796875,0.0,20,0.0
