Perplexity,Entropy,NumTrajs,ExplainedVariance,MinReturn,AverageReturn,ItrTime,StdReturn,LossBefore,TotalExecTime,Time,MaxKL,AveragePolicyStd,MeanKL,MaxReturn,LossAfter
16.3558,2.79458,40,0.0743610037988,0.0,207.5,7.505472660064697,286.69452384,0.0269207,7.4098615646362305,7.505471706390381,21.6762,0.982009,0.597871,1100.0,-0.0686499
16.8021,2.8215,40,0.483282661519,0.0,1515.0,8.29281210899353,787.575393216,-0.026049,8.176242113113403,15.80214548110962,3.18724,0.99548,0.190743,2900.0,-0.0813527
16.5847,2.80848,40,0.60402038368,0.0,2855.0,7.108546495437622,1659.81173631,-0.0510435,7.03495717048645,22.91554594039917,8.73794,0.988997,0.137404,5400.0,-0.0942516
16.1668,2.78296,40,0.593445548265,0.0,3507.5,7.181069612503052,2118.88974465,-0.00918194,7.1347880363464355,30.107607126235962,70.1621,0.976569,0.215155,6300.0,-0.0604884
16.0927,2.77837,40,0.67227201006,700.0,4502.5,7.3936169147491455,1745.20593341,-0.0108478,7.311749219894409,37.519442558288574,6.05551,0.973661,0.129726,7200.0,-0.0516395
16.0057,2.77294,40,0.677643844259,0.0,5040.0,7.274684429168701,2047.77928498,-0.0283864,7.224409818649292,44.79957818984985,100.759,0.970865,0.288366,8100.0,-0.0761169
15.7801,2.75875,40,0.675370096307,0.0,5287.5,7.404261350631714,2362.53968221,-0.00313477,7.346300363540649,52.218130111694336,13.0746,0.963534,0.0942614,8000.0,-0.0396844
