StdReturn,MaxReturn,MeanKL,MinReturn,Time,LossBefore,NumTrajs,AveragePolicyStd,ExplainedVariance,Perplexity,ItrTime,TotalExecTime,AverageReturn,LossAfter,Entropy,MaxKL
261.533936612,1200.0,0.00777617,0.0,10.599327325820923,0.000616448,20,1.00326,0.0996126894289,17.1557,10.599331378936768,10.499363899230957,60.0,-0.00344864,2.84233,0.0523664
294.957624075,1200.0,0.0111898,0.0,21.084481239318848,0.0132083,20,1.0034,0.18715847888,17.1663,10.480613946914673,10.353389501571655,100.0,0.00733205,2.84295,0.050715
2103.54462753,7800.0,0.0370405,0.0,31.73610281944275,0.000485996,20,1.00665,0.391808555875,17.28,10.643820524215698,10.606038570404053,910.0,-0.017841,2.84955,0.22463
8015.11696733,27900.0,0.223628,0.0,42.44786095619202,0.00207028,20,1.00681,0.581019200294,17.2842,10.706620454788208,10.662447452545166,15970.0,-0.0535295,2.84979,0.421259
8633.16135607,24700.0,0.157002,0.0,53.22666525840759,-0.00852244,20,1.00724,0.724907748796,17.3021,10.77475380897522,10.730969190597534,13205.0,-0.0422595,2.85083,0.352986
3719.06910396,35100.0,0.288957,18000.0,63.896071910858154,-0.00175199,20,1.0052,0.759838783967,17.2285,10.665534734725952,10.61226511001587,26555.0,-0.0523721,2.84657,0.656679
5167.58163941,14800.0,0.0494752,0.0,74.63499593734741,0.0181944,20,1.00466,0.605421374264,17.2135,10.735051155090332,10.680125951766968,3090.0,0.00289408,2.84569,0.1164
