Entropy,Time,TotalExecTime,MaxReturn,MaxKL,MinReturn,LossAfter,ExplainedVariance,StdReturn,MeanKL,AveragePolicyStd,LossBefore,ItrTime,Perplexity,AverageReturn,NumTrajs
2.79458,4.9531090259552,4.880883455276489,2900.0,90.41,0.0,-0.180369,0.3480985862,733.893725276,1.70117,0.982009,0.0390631,4.953113079071045,16.3558,1270.0,40
2.83365,10.047316551208496,5.033132314682007,7400.0,4.37327,0.0,-0.0273121,0.662593632987,2800.53119961,0.103046,1.0019,0.00663213,5.088949680328369,17.0074,3695.0,40
2.83696,15.194551944732666,5.100445747375488,7500.0,4.72828,0.0,-0.0634334,0.701866618987,2326.58010823,0.0611058,1.00331,-0.0302376,5.138803243637085,17.0639,4605.0,40
2.82184,20.39155411720276,5.143227577209473,6900.0,6.35035,400.0,-0.0270126,0.821524700875,1539.29975963,0.0803711,0.996195,0.000888519,5.19334864616394,16.8078,5417.5,40
2.82229,25.752923727035522,5.293579339981079,7200.0,8.94797,1200.0,-0.0342129,0.777581331567,1669.66313968,0.0898655,0.99612,-0.0105482,5.350722551345825,16.8153,4935.0,40
2.81701,30.935829401016235,5.100346088409424,7200.0,3.49575,1400.0,-0.0574236,0.821547837121,1496.74438365,0.0824634,0.993578,-0.025424,5.174392223358154,16.7268,5522.5,40
2.8043,36.971139907836914,5.987875461578369,7700.0,17.0874,800.0,-0.0492753,0.808568985497,1805.0207755,0.1123,0.987127,-0.0196297,6.032468318939209,16.5155,5830.0,40
