AverageReturn,AveragePolicyStd,MinReturn,LossAfter,MeanKL,MaxKL,MaxReturn,LossBefore,Perplexity,ItrTime,TotalExecTime,ExplainedVariance,NumTrajs,StdReturn,Time,Entropy
8470.0,0.949513,200.0,-0.0935483,0.419513,1.80353,16900.0,-0.0115137,15.3903,6.715051651000977,6.626410484313965,0.454516987114,20,3846.69988432,6.715046405792236,2.73374
5750.0,0.944055,0.0,0.00366978,0.104567,0.349113,13900.0,0.0352044,15.2141,6.4448747634887695,6.352269649505615,0.468903297353,20,4303.5450503,13.163941621780396,2.72222
11860.0,0.952415,300.0,-0.025341,0.0354489,0.354073,21800.0,-0.009355,15.4843,6.084138631820679,6.015657901763916,0.531746281546,20,6467.71984551,19.250609636306763,2.73983
13180.0,0.950167,6500.0,-0.0349685,0.0593278,0.173791,19400.0,-0.0151378,15.412,5.830769777297974,5.773594379425049,0.533940189179,20,4177.75059093,25.09231185913086,2.73515
13925.0,0.946597,2900.0,-0.0673889,0.100877,0.645824,20600.0,-0.0351773,15.2958,6.2684080600738525,6.2389209270477295,0.659288539604,20,4974.92462254,31.367204189300537,2.72758
11530.0,0.938307,0.0,-0.0300644,0.0347135,0.14378,18900.0,-0.0188979,15.0292,6.6303863525390625,6.596041440963745,0.728695224543,20,6120.87412058,38.00246548652649,2.70999
17050.0,0.933846,0.0,-0.0202522,0.00928124,0.0545054,21500.0,-0.0149643,14.8878,6.465539455413818,6.4376301765441895,0.875006301855,20,4529.18314931,44.475656032562256,2.70054
