StdReturn,MeanKL,ItrTime,LossBefore,ExplainedVariance,NumTrajs,TotalExecTime,Time,LossAfter,AveragePolicyStd,MinReturn,MaxReturn,Perplexity,AverageReturn,Entropy,MaxKL
0.0,0.0,12.744566917419434,-0.0,1,20,12.617698907852173,12.744556903839111,-0.0,0.92455,0.0,0.0,14.5788,0.0,2.67957,0.0
0.0,0.0,12.19218111038208,-0.0,1,20,12.086681842803955,24.943431854248047,-0.0,0.92455,0.0,0.0,14.5788,0.0,2.67957,0.0
0.0,0.0,11.757651805877686,-0.0,1,20,11.71596384048462,36.71035194396973,-0.0,0.92455,0.0,0.0,14.5788,0.0,2.67957,0.0
0.0,0.0,11.95636534690857,-0.0,1,20,11.893387079238892,48.671936988830566,-0.0,0.92455,0.0,0.0,14.5788,0.0,2.67957,0.0
0.0,0.0,12.056840896606445,-0.0,1,20,12.005104541778564,60.73904204368591,-0.0,0.92455,0.0,0.0,14.5788,0.0,2.67957,0.0
0.0,0.0,11.904388189315796,-0.0,1,20,11.852986812591553,72.6496856212616,-0.0,0.92455,0.0,0.0,14.5788,0.0,2.67957,0.0
0.0,0.0,12.624122858047485,-0.0,1,20,12.518641948699951,85.2777624130249,-0.0,0.92455,0.0,0.0,14.5788,0.0,2.67957,0.0
