LossBefore,AverageReturn,ExplainedVariance,MaxReturn,MaxKL,MeanKL,AveragePolicyStd,NumTrajs,LossAfter,Time,TotalExecTime,MinReturn,Entropy,Perplexity,ItrTime,StdReturn
-0.0,0.0,1,0.0,0.0,0.0,0.706075,20,-0.0,1.6201236248016357,1.561844825744629,0.0,2.1227,8.35369,1.6201319694519043,0.0
-0.0,0.0,1,0.0,0.0,0.0,0.706075,20,-0.0,2.681880235671997,0.9980828762054443,0.0,2.1227,8.35369,1.0554766654968262,0.0
-0.0,0.0,1,0.0,0.0,0.0,0.706075,20,-0.0,3.5631906986236572,0.8489305973052979,0.0,2.1227,8.35369,0.874459981918335,0.0
-0.0,0.0,1,0.0,0.0,0.0,0.706075,20,-0.0,4.5192551612854,0.9229445457458496,0.0,2.1227,8.35369,0.9504539966583252,0.0
-0.0,0.0,1,0.0,0.0,0.0,0.706075,20,-0.0,5.637627840042114,1.0908446311950684,0.0,2.1227,8.35369,1.1126692295074463,0.0
-0.0,0.0,1,0.0,0.0,0.0,0.706075,20,-0.0,6.543286561965942,0.8797907829284668,0.0,2.1227,8.35369,0.9022400379180908,0.0
-0.0,0.0,1,0.0,0.0,0.0,0.706075,20,-0.0,7.608096361160278,1.0232822895050049,0.0,2.1227,8.35369,1.0604503154754639,0.0
