MeanKL,LossAfter,Entropy,MaxKL,MaxReturn,ExplainedVariance,AverageReturn,ItrTime,Perplexity,Time,MinReturn,LossBefore,TotalExecTime,StdReturn,AveragePolicyStd,NumTrajs
0.0,-0.0,2.56857,0.0,0.0,1,0.0,11.17474627494812,13.0471,11.174741268157959,0.0,-0.0,11.044435024261475,0.0,0.87453,20
0.0248998,-0.0153354,2.56857,0.134584,300.0,0.0568366171513,15.0,11.463431119918823,13.0471,22.650633096694946,0.0,-0.00286916,11.263066530227661,65.3834841531,0.87453,20
0.0208323,0.00225239,2.56713,0.0959174,1800.0,0.13002567918,270.0,11.719999074935913,13.0284,34.3771231174469,0.0,0.0124648,11.683895349502563,477.59815745,0.873957,20
0.0191859,-0.010766,2.57337,0.0878051,2100.0,0.36675883782,825.0,12.058728694915771,13.1099,46.44185519218445,0.0,-0.00035654,11.94303274154663,697.764286848,0.876707,20
0.0543495,-0.00562011,2.57319,0.139093,3200.0,0.420214531005,1470.0,12.386851787567139,13.1076,58.83435797691345,200.0,0.0171874,12.284633874893188,1079.39798036,0.876727,20
0.0428556,0.00527887,2.58178,0.0873141,6200.0,0.545731231784,4115.0,12.357845067977905,13.2207,71.20231986045837,2000.0,0.0216641,12.33320140838623,1287.35193323,0.880608,20
0.0566037,-0.0327462,2.59261,0.110984,12400.0,0.556440021259,9210.0,12.992579221725464,13.3647,84.19849109649658,5800.0,-0.0114866,12.903738021850586,1867.85973777,0.885586,20
